id,team_id,parent_id,number,event_id,rank,performance,bonus_points,comment,checked_out,checked_out_time
76,41,68,NULL,1,13,"7.83	",0,,0,3/16/2012 7:28
188,86,49,NULL,8,11,9.09,0,NULL,0,0000-00-00 00:00:00
117,3,1,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
192,100,76,NULL,8,0,OT,0,NULL,0,0000-00-00 00:00:00
101,20,18,NULL,3,0,"6.89	",0,,0,0000-00-00 00:00:00
100,91,54,NULL,3,0,5.9,0,,0,0000-00-00 00:00:00
99,86,49,NULL,3,0,6.43,0,,0,0000-00-00 00:00:00
116,13,8,NULL,3,0,7.62,0,,0,0000-00-00 00:00:00
81,89,52,NULL,1,20,9.06,0,,0,0000-00-00 00:00:00
115,110,61,NULL,3,0,5.56,0,,0,0000-00-00 00:00:00
114,3,1,NULL,3,0,NT,0,,0,0000-00-00 00:00:00
102,100,76,NULL,3,0,5.91,0,,0,0000-00-00 00:00:00
98,41,68,NULL,3,0,"6.12	",0,,0,0000-00-00 00:00:00
118,12,6,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
113,74,36,NULL,3,0,8.36,0,,0,0000-00-00 00:00:00
120,20,18,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
80,100,76,NULL,1,9,7.36,0,,0,0000-00-00 00:00:00
112,75,37,NULL,3,0,"5.43	",0,,0,0000-00-00 00:00:00
111,109,62,NULL,3,0,OT,0,,0,0000-00-00 00:00:00
110,101,75,NULL,3,0,NT,0,,0,0000-00-00 00:00:00
109,73,35,NULL,3,0,6.08,0,,0,0000-00-00 00:00:00
108,107,64,NULL,3,0,OT,0,,0,0000-00-00 00:00:00
97,91,54,NULL,1,4,6.76,0,,0,0000-00-00 00:00:00
96,111,60,NULL,1,10,7.59,0,,0,0000-00-00 00:00:00
95,13,8,NULL,1,12,7.81,0,,0,0000-00-00 00:00:00
94,110,61,NULL,1,3,6.5,0,,0,0000-00-00 00:00:00
93,3,1,NULL,1,1,6.36,0,,0,0000-00-00 00:00:00
92,74,36,NULL,1,16,"8.41	",0,,0,0000-00-00 00:00:00
91,75,37,NULL,1,8,7.3,0,,0,0000-00-00 00:00:00
90,109,62,NULL,1,18,8.79,0,,0,0000-00-00 00:00:00
89,101,75,NULL,1,7,7.04,0,,0,0000-00-00 00:00:00
88,33,23,NULL,1,17,8.6,0,,0,0000-00-00 00:00:00
87,73,35,NULL,1,14,8.08,0,,0,0000-00-00 00:00:00
79,20,18,NULL,1,6,"6.93	",0,,0,0000-00-00 00:00:00
78,86,49,NULL,1,15,8.21,0,,0,0000-00-00 00:00:00
77,30,21,NULL,1,19,8.99,0,,0,0000-00-00 00:00:00
86,107,64,NULL,1,0,NT,0,,0,0000-00-00 00:00:00
85,102,74,NULL,1,0,OT,0,,0,0000-00-00 00:00:00
84,45,71,NULL,1,5,6.81,0,,0,0000-00-00 00:00:00
83,104,72,NULL,1,11,7.7,0,,0,0000-00-00 00:00:00
82,49,92,NULL,1,2,"6.47	",0,,0,0000-00-00 00:00:00
107,102,74,NULL,3,0,6.66,0,,0,0000-00-00 00:00:00
106,45,71,NULL,3,0,7.59,0,,0,0000-00-00 00:00:00
105,104,72,NULL,3,0,7.84,0,,0,0000-00-00 00:00:00
104,49,92,NULL,3,0,5.1,0,,0,0000-00-00 00:00:00
103,89,52,NULL,3,0,NT,0,,0,0000-00-00 00:00:00
121,49,92,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
122,30,21,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
123,33,23,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
124,37,66,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
126,41,68,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
127,45,71,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
128,47,77,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
129,73,35,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
130,85,48,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
131,89,52,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
132,91,54,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
133,97,59,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
134,99,78,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
135,100,76,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
136,101,75,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
137,102,74,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
138,104,72,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
139,107,64,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
140,108,63,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
141,109,62,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
142,110,61,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
143,111,60,NULL,4,0,,0,NULL,0,0000-00-00 00:00:00
145,12,6,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
146,13,8,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
147,20,18,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
148,49,92,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
176,112,93,NULL,6,1,n/a,0,NULL,0,0000-00-00 00:00:00
151,37,66,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
152,39,65,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
153,41,68,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
154,45,71,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
155,47,77,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
156,73,35,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
157,85,48,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
158,89,52,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
159,91,54,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
160,97,59,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
174,113,94,NULL,6,2,n/a,0,NULL,0,0000-00-00 00:00:00
162,100,76,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
163,101,75,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
164,102,74,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
165,104,72,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
166,107,64,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
167,108,63,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
168,109,62,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
169,110,61,NULL,5,0,,0,NULL,0,0000-00-00 00:00:00
189,91,54,NULL,8,15,9.95,0,NULL,0,0000-00-00 00:00:00
191,20,18,NULL,8,0,OT,0,NULL,0,0000-00-00 00:00:00
212,111,60,NULL,8,1,7.59,0,NULL,0,0000-00-00 00:00:00
186,41,68,NULL,8,4,8.36,0,NULL,0,0000-00-00 00:00:00
193,89,52,NULL,8,5,8.57,0,NULL,0,0000-00-00 00:00:00
194,49,92,NULL,8,3,8.15,0,NULL,0,0000-00-00 00:00:00
195,104,72,NULL,8,13,9.71,0,NULL,0,0000-00-00 00:00:00
196,45,71,NULL,8,0,NT,0,NULL,0,0000-00-00 00:00:00
197,102,74,NULL,8,7,8.69,0,NULL,0,0000-00-00 00:00:00
198,107,64,NULL,8,0,OT,0,NULL,0,0000-00-00 00:00:00
199,73,35,NULL,8,14,9.95,0,NULL,0,0000-00-00 00:00:00
201,101,75,NULL,8,10,10.91,0,NULL,0,0000-00-00 00:00:00
209,109,62,NULL,8,0,OT,0,NULL,0,0000-00-00 00:00:00
203,75,37,NULL,8,9,10.77,0,NULL,0,0000-00-00 00:00:00
204,74,36,NULL,8,2,7.93,0,NULL,0,0000-00-00 00:00:00
205,3,1,NULL,8,0,OT,0,NULL,0,0000-00-00 00:00:00
206,110,61,NULL,8,13,9.82,0,NULL,0,0000-00-00 00:00:00
207,13,8,NULL,8,12,9.97,0,NULL,0,0000-00-00 00:00:00
211,33,23,NULL,8,6,8.6,0,NULL,0,0000-00-00 00:00:00
210,30,21,NULL,8,8,8.99,0,NULL,0,0000-00-00 00:00:00
221,8,4,NULL,10,0,,0,NULL,0,0000-00-00 00:00:00
222,16,13,NULL,10,0,,0,NULL,0,0000-00-00 00:00:00
223,22,12,NULL,10,0,,0,NULL,0,0000-00-00 00:00:00
224,113,94,NULL,10,0,,0,NULL,0,0000-00-00 00:00:00
225,112,93,NULL,10,0,,0,NULL,0,0000-00-00 00:00:00
244,49,92,NULL,12,1,6.38,5,,0,0000-00-00 00:00:00
243,39,65,NULL,12,11,9.63,0,,0,0000-00-00 00:00:00
242,111,60,NULL,12,9,8.78,0,,0,0000-00-00 00:00:00
241,13,8,NULL,12,0,OT,0,NULL,0,0000-00-00 00:00:00
245,102,74,NULL,12,7,7.49,0,,0,0000-00-00 00:00:00
246,45,71,NULL,12,6,6.98,0,,0,0000-00-00 00:00:00
247,47,77,NULL,12,12,9.65,0,,0,0000-00-00 00:00:00
1243,152,54,NULL,12,3,6.56,3,,0,7/18/2012 5:22
249,100,76,NULL,12,10,8.91,0,,0,0000-00-00 00:00:00
250,3,1,NULL,12,2,6.4,4,,0,0000-00-00 00:00:00
252,12,6,NULL,12,0,NT,0,NULL,0,0000-00-00 00:00:00
1242,153,52,NULL,12,5,6.86,1,,0,7/18/2012 5:19
254,101,75,NULL,12,8,7.51,0,,0,0000-00-00 00:00:00
255,20,18,NULL,12,4,6.73,2,,0,0000-00-00 00:00:00
256,104,72,NULL,12,0,OT,0,,0,0000-00-00 00:00:00
258,13,8,NULL,14,8,6.92,0,,0,0000-00-00 00:00:00
260,39,65,NULL,14,0,0,0,NULL,0,0000-00-00 00:00:00
261,49,92,NULL,14,1,5.18,0,,0,0000-00-00 00:00:00
262,102,74,NULL,14,6,6.36,0,,0,0000-00-00 00:00:00
263,45,71,NULL,14,10,7.33,0,,0,0000-00-00 00:00:00
264,47,77,NULL,14,0,0,0,,0,0000-00-00 00:00:00
1245,151,44,NULL,14,0,NT,0,,0,7/18/2012 5:25
266,100,76,NULL,14,5,5.9,0,,0,0000-00-00 00:00:00
267,3,1,NULL,14,0,0,0,NULL,0,0000-00-00 00:00:00
1247,153,52,NULL,14,7,6.62,0,,0,7/18/2012 5:26
269,12,6,NULL,14,2,5.29,0,,0,0000-00-00 00:00:00
1246,152,54,NULL,14,0,NT,0,,0,7/18/2012 5:25
271,101,75,NULL,14,9,6.93,0,,0,0000-00-00 00:00:00
272,20,18,NULL,14,3,5.49,0,,0,0000-00-00 00:00:00
273,104,72,NULL,14,4,5.58,0,,0,0000-00-00 00:00:00
278,49,92,NULL,15,3,9.46,0,,0,0000-00-00 00:00:00
281,47,77,NULL,15,10,12.16,0,,0,0000-00-00 00:00:00
1250,151,44,NULL,15,8,10.64,0,,0,7/18/2012 5:28
283,100,76,NULL,15,6,9.87,0,,0,0000-00-00 00:00:00
284,3,1,NULL,15,9,11.39,0,,0,0000-00-00 00:00:00
1249,153,52,NULL,15,5,9.74,0,,0,7/18/2012 5:28
286,12,6,NULL,15,1,9.17,0,NULL,0,0000-00-00 00:00:00
1248,152,54,NULL,15,2,9.38,0,,0,7/18/2012 5:27
288,101,75,NULL,15,11,12.63,0,,0,0000-00-00 00:00:00
289,20,18,NULL,15,4,9.48,0,,0,0000-00-00 00:00:00
290,104,72,NULL,15,7,9.95,0,,0,0000-00-00 00:00:00
291,41,68,NULL,13,2,7.99,0,NULL,0,0000-00-00 00:00:00
292,13,8,NULL,13,5,8.69,0,,0,0000-00-00 00:00:00
294,39,65,NULL,13,0,OT,0,NULL,0,0000-00-00 00:00:00
295,49,92,NULL,13,1,7.84,0,NULL,0,0000-00-00 00:00:00
296,102,74,NULL,13,12,14.32,0,,0,0000-00-00 00:00:00
297,45,71,NULL,13,10,11.36,0,,0,0000-00-00 00:00:00
298,47,77,NULL,13,6,9.01,0,,0,0000-00-00 00:00:00
1255,151,44,NULL,13,9,11.13,0,,0,7/18/2012 5:32
300,100,76,NULL,13,7,9.12,0,,0,0000-00-00 00:00:00
301,3,1,NULL,13,5,8.69,0,,0,0000-00-00 00:00:00
1254,153,52,NULL,13,11,11.51,0,,0,7/18/2012 5:32
303,12,6,NULL,13,0,NT,0,NULL,0,0000-00-00 00:00:00
1257,152,54,NULL,17,10,11.42,0,,0,7/18/2012 5:34
305,101,75,NULL,13,8,9.21,0,,0,0000-00-00 00:00:00
306,20,18,NULL,13,0,OT,0,NULL,0,0000-00-00 00:00:00
307,104,72,NULL,13,4,8.53,0,,0,0000-00-00 00:00:00
308,41,68,NULL,19,10,31.73,0,,0,0000-00-00 00:00:00
310,111,60,NULL,19,14,33.06,0,,0,0000-00-00 00:00:00
311,39,65,NULL,19,13,32.92,0,,0,0000-00-00 00:00:00
312,49,92,NULL,19,1,21.3,0,NULL,0,0000-00-00 00:00:00
313,102,74,NULL,19,8,29.25,0,,0,0000-00-00 00:00:00
326,13,8,NULL,18,0,NT,0,NULL,0,0000-00-00 00:00:00
315,47,77,NULL,19,12,32.59,0,,0,0000-00-00 00:00:00
325,41,68,NULL,18,0,NT,0,NULL,0,0000-00-00 00:00:00
317,100,76,NULL,19,11,32.55,0,,0,0000-00-00 00:00:00
318,3,1,NULL,19,2,21.65,0,NULL,0,0000-00-00 00:00:00
320,12,6,NULL,19,5,24.17,0,,0,0000-00-00 00:00:00
322,101,75,NULL,19,3,23.55,0,NULL,0,0000-00-00 00:00:00
323,20,18,NULL,19,7,27.4,0,,0,0000-00-00 00:00:00
324,104,72,NULL,19,6,24.71,0,,0,0000-00-00 00:00:00
328,39,65,NULL,18,0,NT,0,NULL,0,0000-00-00 00:00:00
329,49,92,NULL,18,1,5.66,0,,0,0000-00-00 00:00:00
330,102,74,NULL,18,6,8.78,0,,0,0000-00-00 00:00:00
331,45,71,NULL,18,0,0,0,,0,0000-00-00 00:00:00
332,47,77,NULL,18,4,6.74,0,,0,0000-00-00 00:00:00
1261,153,52,NULL,18,0,NT,0,,0,7/18/2012 5:37
334,100,76,NULL,18,5,6.99,0,,0,0000-00-00 00:00:00
335,3,1,NULL,18,9,9.45,0,,0,0000-00-00 00:00:00
337,12,6,NULL,18,7,9.09,0,,0,0000-00-00 00:00:00
1260,151,44,NULL,18,0,OT,0,,0,7/18/2012 5:37
339,101,75,NULL,18,3,6.3,0,,0,0000-00-00 00:00:00
340,20,18,NULL,18,8,9.4,0,,0,0000-00-00 00:00:00
341,104,72,NULL,18,2,5.71,0,,0,0000-00-00 00:00:00
342,41,68,NULL,17,12,11.85,0,,0,0000-00-00 00:00:00
343,13,8,NULL,17,8,11.18,0,,0,0000-00-00 00:00:00
344,111,60,NULL,17,7,10.99,0,,0,0000-00-00 00:00:00
345,39,65,NULL,17,13,12.39,0,,0,0000-00-00 00:00:00
346,49,92,NULL,17,4,9.94,0,,0,0000-00-00 00:00:00
347,102,74,NULL,17,0,OT,0,,0,0000-00-00 00:00:00
348,45,71,NULL,17,14,13.54,0,,0,0000-00-00 00:00:00
349,47,77,NULL,17,9,11.29,0,,0,0000-00-00 00:00:00
351,100,76,NULL,17,6,10.91,0,,0,0000-00-00 00:00:00
352,3,1,NULL,17,1,9.3,0,,0,0000-00-00 00:00:00
354,12,6,NULL,17,5,10.33,0,,0,0000-00-00 00:00:00
1259,153,52,NULL,17,0,OT,0,,0,7/18/2012 5:35
356,101,75,NULL,17,3,9.82,0,,0,0000-00-00 00:00:00
357,20,18,NULL,17,0,OT,0,NULL,0,0000-00-00 00:00:00
358,104,72,NULL,17,2,9.53,0,,0,0000-00-00 00:00:00
359,41,68,NULL,16,9,15.87,0,,0,0000-00-00 00:00:00
363,49,92,NULL,16,1,12.49,0,,0,0000-00-00 00:00:00
366,47,77,NULL,16,0,NT,0,,0,0000-00-00 00:00:00
1252,151,44,NULL,16,7,14.83,0,,0,7/18/2012 5:29
368,100,76,NULL,16,6,14.16,0,,0,0000-00-00 00:00:00
369,3,1,NULL,16,0,OT,0,NULL,0,0000-00-00 00:00:00
1251,153,52,NULL,16,0,OT,0,,0,7/18/2012 5:29
371,12,6,NULL,16,5,13.67,0,,0,0000-00-00 00:00:00
1253,152,54,NULL,16,4,13.14,0,,0,7/18/2012 5:30
373,101,75,NULL,16,3,12.58,0,,0,0000-00-00 00:00:00
374,20,18,NULL,16,8,15:26,0,,0,0000-00-00 00:00:00
375,104,72,NULL,16,2,12.52,0,,0,0000-00-00 00:00:00
4839,41,68,NULL,76,10,6.96,0,NULL,0,0000-00-00 00:00:00
4838,3,1,NULL,76,1,6.17,0,,0,8/26/2012 16:50
397,24,12,NULL,100,1,6.94,0,,0,0000-00-00 00:00:00
398,59,81,NULL,100,2,7.22,0,,0,0000-00-00 00:00:00
399,60,82,NULL,100,3,7.6,0,,0,0000-00-00 00:00:00
400,61,83,NULL,100,0,n/a,0,,0,0000-00-00 00:00:00
401,25,10,NULL,100,4,8.32,0,,0,0000-00-00 00:00:00
402,62,84,NULL,100,0,n/a,0,,0,0000-00-00 00:00:00
403,26,11,NULL,100,5,9.43,0,,0,7/11/2012 14:23
1194,142,85,NULL,197,0,NT,0,,0,7/17/2012 19:25
1197,145,88,NULL,197,1,4.7,0,,0,7/17/2012 19:33
1196,144,87,NULL,197,7,5.75,0,,0,7/17/2012 19:30
1195,143,15,NULL,197,7,5.75,0,,0,7/17/2012 19:28
414,52,85,NULL,198,2,7.13,0,,0,0000-00-00 00:00:00
415,32,22,NULL,198,0,NT,0,,0,0000-00-00 00:00:00
416,56,88,NULL,198,3,8.48,0,,0,0000-00-00 00:00:00
417,53,86,NULL,198,1,6.8,0,,0,0000-00-00 00:00:00
418,55,87,NULL,198,8,16.43,0,,0,0000-00-00 00:00:00
422,17,15,NULL,198,6,11.93,0,,0,0000-00-00 00:00:00
423,52,85,NULL,200,5,6.81,0,,0,0000-00-00 00:00:00
424,32,22,NULL,200,1,6.41,0,,0,0000-00-00 00:00:00
425,56,88,NULL,200,2,6.48,0,,0,0000-00-00 00:00:00
426,53,86,NULL,200,4,6.78,0,,0,0000-00-00 00:00:00
427,55,87,NULL,200,3,6.7,0,,0,0000-00-00 00:00:00
431,17,15,NULL,200,0,NT,0,,0,0000-00-00 00:00:00
432,52,85,NULL,199,1,10.93,0,,0,0000-00-00 00:00:00
433,32,22,NULL,199,2,11.28,0,,0,0000-00-00 00:00:00
1207,57,89,NULL,199,3,11.62,0,,0,7/17/2012 20:05
440,17,15,NULL,199,5,14.86,0,,0,0000-00-00 00:00:00
441,52,85,NULL,201,4,18.63,0,,0,0000-00-00 00:00:00
442,32,22,NULL,201,1,17.32,0,NULL,0,0000-00-00 00:00:00
1210,15,13,NULL,201,3,17.98,0,,0,7/17/2012 20:10
449,17,15,NULL,201,2,17.36,0,NULL,0,0000-00-00 00:00:00
450,52,85,NULL,202,2,11.28,0,NULL,0,0000-00-00 00:00:00
451,32,22,NULL,202,3,11.39,0,NULL,0,0000-00-00 00:00:00
452,56,88,NULL,202,5,14.95,0,NULL,0,0000-00-00 00:00:00
453,53,86,NULL,202,1,9.31,0,NULL,0,0000-00-00 00:00:00
454,55,87,NULL,202,4,12.38,0,NULL,0,0000-00-00 00:00:00
458,17,15,NULL,202,6,17.58,0,NULL,0,0000-00-00 00:00:00
459,52,85,NULL,204,7,12.89,0,,0,0000-00-00 00:00:00
460,32,22,NULL,204,2,10.38,0,,0,0000-00-00 00:00:00
461,56,88,NULL,204,3,10.39,0,,0,0000-00-00 00:00:00
462,53,86,NULL,204,8,14.41,0,,0,0000-00-00 00:00:00
463,55,87,NULL,204,1,10.25,0,,0,0000-00-00 00:00:00
467,17,15,NULL,204,4,11.2,0,,0,0000-00-00 00:00:00
468,52,85,NULL,203,1,20.18,0,,0,0000-00-00 00:00:00
469,32,22,NULL,203,3,21.17,0,,0,0000-00-00 00:00:00
470,56,88,NULL,203,7,31.63,0,,0,0000-00-00 00:00:00
471,53,86,NULL,203,2,20.61,0,,0,0000-00-00 00:00:00
472,55,87,NULL,203,5,24.62,0,,0,0000-00-00 00:00:00
476,17,15,NULL,203,9,34.41,0,,0,0000-00-00 00:00:00
477,52,85,NULL,205,3,12.48,0,,0,0000-00-00 00:00:00
478,32,22,NULL,205,0,OT,0,,0,0000-00-00 00:00:00
479,56,88,NULL,205,2,9.49,0,,0,0000-00-00 00:00:00
480,53,86,NULL,205,0,OT,0,,0,0000-00-00 00:00:00
481,55,87,NULL,205,1,9.32,0,,0,0000-00-00 00:00:00
485,17,15,NULL,205,0,OT,0,,0,0000-00-00 00:00:00
486,52,85,NULL,206,1,27.03,0,,0,0000-00-00 00:00:00
487,32,22,NULL,206,6,38.26,0,,0,0000-00-00 00:00:00
488,56,88,NULL,206,2,27.1,0,,0,0000-00-00 00:00:00
489,53,86,NULL,206,3,28.14,0,,0,0000-00-00 00:00:00
490,55,87,NULL,206,4,33.39,0,,0,0000-00-00 00:00:00
494,17,15,NULL,206,7,39.13,0,,0,0000-00-00 00:00:00
495,52,85,NULL,207,2,7.23,0,NULL,0,0000-00-00 00:00:00
496,32,22,NULL,207,5,8.71,0,NULL,0,0000-00-00 00:00:00
497,56,88,NULL,207,3,7.29,0,NULL,0,0000-00-00 00:00:00
498,53,86,NULL,207,1,7.14,0,NULL,0,0000-00-00 00:00:00
499,55,87,NULL,207,0,12.02,0,NULL,0,0000-00-00 00:00:00
503,17,15,NULL,207,4,8.35,0,NULL,0,0000-00-00 00:00:00
504,52,85,NULL,208,1,6.37,0,NULL,0,0000-00-00 00:00:00
505,32,22,NULL,208,3,6.83,0,NULL,0,0000-00-00 00:00:00
506,56,88,NULL,208,5,7.52,0,NULL,0,0000-00-00 00:00:00
507,53,86,NULL,208,2,6.79,0,NULL,0,0000-00-00 00:00:00
508,55,87,NULL,208,4,7.13,0,NULL,0,0000-00-00 00:00:00
512,17,15,NULL,208,0,NT,0,NULL,0,0000-00-00 00:00:00
513,52,85,NULL,209,1,11.2,0,NULL,0,0000-00-00 00:00:00
514,32,22,NULL,209,2,12.41,0,NULL,0,0000-00-00 00:00:00
521,17,15,NULL,209,3,14.24,0,NULL,0,0000-00-00 00:00:00
522,52,85,NULL,210,3,26.31,0,NULL,0,0000-00-00 00:00:00
523,32,22,NULL,210,1,15.52,0,NULL,0,0000-00-00 00:00:00
530,17,15,NULL,210,2,17.04,0,NULL,0,0000-00-00 00:00:00
531,52,85,NULL,211,4,12.18,0,NULL,0,0000-00-00 00:00:00
532,32,22,NULL,211,3,11.83,0,NULL,0,0000-00-00 00:00:00
533,56,88,NULL,211,1,8.99,0,NULL,0,0000-00-00 00:00:00
534,53,86,NULL,211,2,10.84,0,NULL,0,0000-00-00 00:00:00
535,55,87,NULL,211,6,18.66,0,NULL,0,0000-00-00 00:00:00
539,17,15,NULL,211,5,18.23,0,NULL,0,0000-00-00 00:00:00
540,52,85,NULL,212,2,10.33,0,NULL,0,0000-00-00 00:00:00
541,32,22,NULL,212,0,NT,0,NULL,0,0000-00-00 00:00:00
542,56,88,NULL,212,3,10.62,0,NULL,0,0000-00-00 00:00:00
543,53,86,NULL,212,1,10.28,0,NULL,0,0000-00-00 00:00:00
544,55,87,NULL,212,5,11.28,0,NULL,0,0000-00-00 00:00:00
548,17,15,NULL,212,4,10.86,0,NULL,0,0000-00-00 00:00:00
549,52,85,NULL,213,1,19.65,0,NULL,0,0000-00-00 00:00:00
550,32,22,NULL,213,3,20.7,0,NULL,0,0000-00-00 00:00:00
551,56,88,NULL,213,2,19.71,0,NULL,0,0000-00-00 00:00:00
552,53,86,NULL,213,5,27.41,0,NULL,0,0000-00-00 00:00:00
553,55,87,NULL,213,4,21.51,0,NULL,0,0000-00-00 00:00:00
557,17,15,NULL,213,6,33.02,0,NULL,0,0000-00-00 00:00:00
558,52,85,NULL,214,4,9.28,0,NULL,0,0000-00-00 00:00:00
559,32,22,NULL,214,3,8.59,0,NULL,0,0000-00-00 00:00:00
560,56,88,NULL,214,0,OT,0,NULL,0,0000-00-00 00:00:00
561,53,86,NULL,214,1,8.05,0,NULL,0,0000-00-00 00:00:00
562,55,87,NULL,214,2,8.37,0,NULL,0,0000-00-00 00:00:00
566,17,15,NULL,214,0,OT,0,NULL,0,0000-00-00 00:00:00
567,52,85,NULL,215,1,26.94,0,NULL,0,0000-00-00 00:00:00
568,32,22,NULL,215,4,31.91,0,NULL,0,0000-00-00 00:00:00
569,56,88,NULL,215,3,28.58,0,NULL,0,0000-00-00 00:00:00
570,53,86,NULL,215,2,27.62,0,NULL,0,0000-00-00 00:00:00
571,55,87,NULL,215,5,55.23,0,NULL,0,0000-00-00 00:00:00
575,17,15,NULL,215,6,55.23,0,NULL,0,0000-00-00 00:00:00
576,24,12,NULL,101,3,7.33,0,NULL,0,0000-00-00 00:00:00
577,59,81,NULL,101,1,5.77,0,NULL,0,0000-00-00 00:00:00
578,60,82,NULL,101,2,5.86,0,NULL,0,0000-00-00 00:00:00
579,61,83,NULL,101,0,n/a,0,NULL,0,0000-00-00 00:00:00
580,25,10,NULL,101,4,9.52,0,NULL,0,0000-00-00 00:00:00
581,62,84,NULL,101,0,n/a,0,NULL,0,0000-00-00 00:00:00
582,26,11,NULL,101,0,n/a,0,NULL,0,0000-00-00 00:00:00
583,24,12,NULL,102,3,10.93,0,NULL,0,0000-00-00 00:00:00
584,59,81,NULL,102,2,10.08,0,NULL,0,0000-00-00 00:00:00
585,60,82,NULL,102,1,9.86,0,NULL,0,0000-00-00 00:00:00
586,61,83,NULL,102,0,n/a,0,NULL,0,0000-00-00 00:00:00
587,25,10,NULL,102,4,12.03,0,NULL,0,0000-00-00 00:00:00
588,62,84,NULL,102,0,n/a,0,NULL,0,0000-00-00 00:00:00
589,26,11,NULL,102,0,n/a,0,NULL,0,0000-00-00 00:00:00
590,24,12,NULL,103,4,14.5,0,NULL,0,0000-00-00 00:00:00
591,59,81,NULL,103,2,13.61,0,NULL,0,0000-00-00 00:00:00
592,60,82,NULL,103,3,13.96,0,NULL,0,0000-00-00 00:00:00
593,61,83,NULL,103,0,n/a,0,NULL,0,0000-00-00 00:00:00
594,25,10,NULL,103,5,17.25,0,NULL,0,0000-00-00 00:00:00
595,62,84,NULL,103,1,13.38,0,NULL,0,0000-00-00 00:00:00
596,26,11,NULL,103,0,n/a,0,NULL,0,0000-00-00 00:00:00
597,24,12,NULL,104,2,10,0,NULL,0,0000-00-00 00:00:00
598,59,81,NULL,104,1,8.53,0,NULL,0,0000-00-00 00:00:00
599,60,82,NULL,104,0,n/a,0,NULL,0,0000-00-00 00:00:00
600,61,83,NULL,104,0,n/a,0,NULL,0,0000-00-00 00:00:00
601,25,10,NULL,104,5,14.15,0,NULL,0,0000-00-00 00:00:00
602,62,84,NULL,104,3,10.95,0,NULL,0,0000-00-00 00:00:00
603,26,11,NULL,104,4,10.99,0,NULL,0,0000-00-00 00:00:00
604,24,12,NULL,105,1,9.62,0,NULL,0,0000-00-00 00:00:00
605,59,81,NULL,105,2,10.02,0,NULL,0,0000-00-00 00:00:00
606,60,82,NULL,105,4,11.35,0,NULL,0,0000-00-00 00:00:00
607,61,83,NULL,105,5,11.71,0,NULL,0,0000-00-00 00:00:00
608,25,10,NULL,105,0,n/a,0,NULL,0,0000-00-00 00:00:00
609,62,84,NULL,105,3,10.37,0,NULL,0,0000-00-00 00:00:00
610,26,11,NULL,105,0,n/a,0,NULL,0,0000-00-00 00:00:00
611,24,12,NULL,106,1,6.71,0,NULL,0,0000-00-00 00:00:00
612,59,81,NULL,106,5,13.57,0,NULL,0,0000-00-00 00:00:00
613,60,82,NULL,106,4,13.04,0,NULL,0,0000-00-00 00:00:00
