id,seasondrill_id,type,ordering,start_date,end_date,description,comment,checked_out,checked_out_time,published
1520,244,14,1354,NULL,NULL,,,0,0000-00-00 00:00:00,1
1521,244,19,1353,NULL,NULL,,,0,0000-00-00 00:00:00,1
1522,244,26,1355,NULL,NULL,,,0,0000-00-00 00:00:00,1
1523,244,6,1356,NULL,NULL,,,0,0000-00-00 00:00:00,1
1524,234,129,1,0000-00-00 00:00:00,0,,,0,6/9/2015 22:06,1
1525,234,12,1357,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1526,234,1,1358,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1527,234,2,1359,0000-00-00 00:00:00,0,,,0,6/9/2015 22:11,1
1528,234,3,1360,0000-00-00 00:00:00,0,,,0,6/9/2015 22:11,1
1529,234,4,1361,0000-00-00 00:00:00,0,,,0,6/9/2015 22:11,1
1530,234,5,1362,0000-00-00 00:00:00,0,,,0,6/9/2015 22:12,1
1531,234,6,1363,0000-00-00 00:00:00,0,,,0,6/9/2015 22:18,1
1532,234,13,1364,0000-00-00 00:00:00,0,,,0,6/9/2015 22:18,1
1533,234,7,1365,0000-00-00 00:00:00,0,,,0,6/9/2015 22:19,1
1534,234,8,1366,0000-00-00 00:00:00,0,,,0,6/9/2015 22:20,1
1535,260,1,1367,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1536,215,129,1368,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1537,215,1,1369,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1538,215,2,1370,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1539,215,158,1371,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1540,215,122,1372,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1541,215,123,1373,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1543,215,6,1375,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1544,215,7,1376,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1545,215,8,1377,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1563,223,6,1395,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1562,223,13,1394,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1561,223,5,1393,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1560,223,4,1392,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1559,223,3,1391,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1556,223,129,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1557,223,1,1389,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1558,223,2,1390,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1565,223,7,1397,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1566,223,8,1398,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1572,224,3,1401,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1571,224,2,1400,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1570,224,1,1399,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1652,224,4,1477,NULL,NULL,,,0,0000-00-00 00:00:00,1
1574,224,5,1403,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1653,224,6,1478,NULL,NULL,,,0,0000-00-00 00:00:00,1
1576,224,13,1405,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1577,224,7,1406,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1578,224,8,1409,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1579,224,129,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1580,260,20,1407,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1581,260,21,1408,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1582,260,19,1410,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1583,260,14,1411,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1584,260,6,1412,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1585,260,18,1413,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1586,260,8,1414,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1587,245,27,1415,NULL,NULL,,,0,0000-00-00 00:00:00,1
1588,245,20,1418,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1589,245,23,1416,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1590,245,12,1417,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1591,245,24,1419,NULL,NULL,,,0,0000-00-00 00:00:00,1
1592,245,21,1420,NULL,NULL,,,0,0000-00-00 00:00:00,1
1593,245,19,1421,NULL,NULL,,,0,0000-00-00 00:00:00,1
1594,245,25,1422,NULL,NULL,,,0,0000-00-00 00:00:00,1
1595,245,26,1423,NULL,NULL,,,0,0000-00-00 00:00:00,1
1596,245,6,1424,NULL,NULL,,,0,0000-00-00 00:00:00,1
1597,235,129,1425,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1598,261,1,1426,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1599,262,129,1427,NULL,NULL,,,0,0000-00-00 00:00:00,0
1600,238,129,1428,0000-00-00 00:00:00,0,,,0,6/20/2015 0:38,1
1601,238,1,1429,0000-00-00 00:00:00,0,,,0,6/20/2015 0:38,1
1602,238,12,1430,0000-00-00 00:00:00,0,,,0,6/20/2015 0:38,1
1603,238,2,1431,0000-00-00 00:00:00,0,,,0,6/20/2015 0:38,1
1604,238,3,1432,0000-00-00 00:00:00,0,,,0,6/20/2015 0:38,1
1605,238,4,1433,0000-00-00 00:00:00,0,,,0,6/20/2015 0:39,1
1606,238,5,1434,0000-00-00 00:00:00,0,,,0,6/20/2015 0:39,1
1607,238,13,1435,0000-00-00 00:00:00,0,,,0,6/20/2015 0:39,1
1608,238,6,1436,0000-00-00 00:00:00,0,,,0,6/20/2015 0:39,1
1609,238,14,1437,0000-00-00 00:00:00,0,,,0,6/20/2015 0:40,1
1610,238,18,1438,0000-00-00 00:00:00,0,,,0,6/20/2015 0:40,1
1611,238,7,1439,0000-00-00 00:00:00,0,,,0,6/20/2015 0:40,1
1612,238,8,1440,0000-00-00 00:00:00,0,,,0,6/20/2015 0:40,1
1935,254,129,1758,0000-00-00 00:00:00,0,,,0,6/9/2016 14:17,1
1614,261,20,1442,NULL,NULL,,,0,0000-00-00 00:00:00,1
1615,261,21,1443,NULL,NULL,,,0,0000-00-00 00:00:00,1
1616,261,19,1444,NULL,NULL,,,0,0000-00-00 00:00:00,1
1617,261,14,1445,NULL,NULL,,,0,0000-00-00 00:00:00,1
1618,261,6,1446,NULL,NULL,,,0,0000-00-00 00:00:00,1
1619,261,18,1447,NULL,NULL,,,0,0000-00-00 00:00:00,1
1620,261,8,1448,NULL,NULL,,,0,0000-00-00 00:00:00,1
1621,239,129,1449,0000-00-00 00:00:00,0,,,0,7/2/2015 17:08,1
1622,239,1,1450,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1623,239,2,1451,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1624,239,3,1452,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1625,239,4,1453,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1626,239,5,1454,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1627,239,6,1455,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1628,239,7,1456,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1629,239,8,1457,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1630,217,129,1458,0000-00-00 00:00:00,0,,,0,7/9/2015 21:59,1
1631,235,1,1459,NULL,NULL,,,0,0000-00-00 00:00:00,1
1632,235,4,1462,NULL,NULL,,,0,0000-00-00 00:00:00,1
1633,235,2,1460,NULL,NULL,,,0,0000-00-00 00:00:00,1
1634,235,8,1465,NULL,NULL,,,0,0000-00-00 00:00:00,1
1635,235,5,1463,NULL,NULL,,,0,0000-00-00 00:00:00,1
1636,235,3,1461,NULL,NULL,,,0,0000-00-00 00:00:00,1
1637,235,6,1464,NULL,NULL,,,0,0000-00-00 00:00:00,1
1638,230,8,1466,NULL,NULL,,,0,0000-00-00 00:00:00,1
1640,230,1,1468,NULL,NULL,,,0,0000-00-00 00:00:00,1
1641,230,4,1469,NULL,NULL,,,0,0000-00-00 00:00:00,1
1642,230,5,1470,NULL,NULL,,,0,0000-00-00 00:00:00,1
1643,230,13,1471,NULL,NULL,,,0,0000-00-00 00:00:00,1
1648,230,7,1476,NULL,NULL,,,0,0000-00-00 00:00:00,1
1644,230,2,1472,NULL,NULL,,,0,0000-00-00 00:00:00,1
1645,230,3,1473,NULL,NULL,,,0,0000-00-00 00:00:00,1
1646,230,6,1474,NULL,NULL,,,0,0000-00-00 00:00:00,1
1649,235,7,1480,NULL,NULL,,,0,0000-00-00 00:00:00,1
1650,216,129,1481,NULL,NULL,,,0,0000-00-00 00:00:00,1
1659,216,1,1487,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1654,255,129,1482,NULL,NULL,,,0,7/14/2015 21:13,1
1655,220,129,1483,0000-00-00 00:00:00,0,,,0,7/16/2015 16:38,1
1656,246,23,1485,NULL,NULL,,,0,0000-00-00 00:00:00,1
1657,246,27,1484,NULL,NULL,,,0,0000-00-00 00:00:00,1
1658,246,12,1486,NULL,NULL,,,0,0000-00-00 00:00:00,1
1660,216,2,1488,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1661,216,3,1489,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1662,216,4,1490,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1663,216,5,1491,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1664,216,6,1492,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1665,216,7,1493,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1666,216,8,1494,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1667,257,129,1495,0000-00-00 00:00:00,0,,,0,7/17/2015 8:05,1
1668,225,129,1496,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1669,225,1,1497,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1670,225,2,1498,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1671,225,3,1499,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1672,225,4,1500,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1673,225,5,1501,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1674,225,6,1502,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1675,225,7,1503,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1676,225,8,1504,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1677,248,27,1505,NULL,NULL,,,0,0000-00-00 00:00:00,1
1678,248,23,1506,NULL,NULL,,,0,0000-00-00 00:00:00,1
1679,248,12,1507,NULL,NULL,,,0,0000-00-00 00:00:00,1
1680,248,20,1508,NULL,NULL,,,0,0000-00-00 00:00:00,1
1681,248,24,1509,NULL,NULL,,,0,0000-00-00 00:00:00,1
1682,248,21,1510,NULL,NULL,,,0,0000-00-00 00:00:00,1
1683,248,19,1511,NULL,NULL,,,0,0000-00-00 00:00:00,1
1684,248,25,1512,NULL,NULL,,,0,0000-00-00 00:00:00,1
1685,248,26,1513,NULL,NULL,,,0,0000-00-00 00:00:00,1
1686,248,6,1514,NULL,NULL,,,0,0000-00-00 00:00:00,1
1687,249,27,1515,NULL,NULL,,,0,0000-00-00 00:00:00,1
1688,249,23,1516,NULL,NULL,,,0,0000-00-00 00:00:00,1
1689,249,12,1517,NULL,NULL,,,0,0000-00-00 00:00:00,1
1690,249,20,1518,NULL,NULL,,,0,0000-00-00 00:00:00,1
1691,249,24,1519,NULL,NULL,,,0,0000-00-00 00:00:00,1
1692,249,21,1520,NULL,NULL,,,0,0000-00-00 00:00:00,1
1693,249,19,1521,NULL,NULL,,,0,0000-00-00 00:00:00,1
1694,249,14,1522,NULL,NULL,,,0,0000-00-00 00:00:00,1
1695,249,26,1523,NULL,NULL,,,0,0000-00-00 00:00:00,1
1696,249,6,1524,NULL,NULL,,,0,0000-00-00 00:00:00,1
1697,255,1,1525,NULL,NULL,,,0,0000-00-00 00:00:00,1
1698,255,20,1526,NULL,NULL,,,0,0000-00-00 00:00:00,1
1699,255,21,1527,NULL,NULL,,,0,0000-00-00 00:00:00,1
1700,255,19,1528,NULL,NULL,,,0,0000-00-00 00:00:00,1
1701,255,6,1529,NULL,NULL,,,0,0000-00-00 00:00:00,1
1703,255,8,1531,NULL,NULL,,,0,0000-00-00 00:00:00,1
1704,246,20,1532,NULL,NULL,,,0,0000-00-00 00:00:00,1
1705,246,24,1533,NULL,NULL,,,0,0000-00-00 00:00:00,1
1706,246,21,1534,NULL,NULL,,,0,0000-00-00 00:00:00,1
1707,246,19,1535,NULL,NULL,,,0,0000-00-00 00:00:00,1
1708,246,25,1536,NULL,NULL,,,0,0000-00-00 00:00:00,1
1709,246,26,1537,NULL,NULL,,,0,0000-00-00 00:00:00,1
1710,246,6,1538,NULL,NULL,,,0,0000-00-00 00:00:00,1
1711,221,129,1539,NULL,NULL,,,0,0000-00-00 00:00:00,1
1712,221,1,1540,NULL,NULL,,,0,0000-00-00 00:00:00,1
1728,221,6,1556,NULL,NULL,,,0,0000-00-00 00:00:00,1
1714,221,2,1541,NULL,NULL,,,0,0000-00-00 00:00:00,1
1727,221,5,1555,NULL,NULL,,,0,0000-00-00 00:00:00,1
1716,256,129,1543,0000-00-00 00:00:00,0,,,0,7/23/2015 13:50,1
1717,256,1,1544,NULL,NULL,,,0,0000-00-00 00:00:00,1
1718,256,20,1546,NULL,NULL,,,0,0000-00-00 00:00:00,1
1719,256,21,1547,NULL,NULL,,,0,0000-00-00 00:00:00,1
1720,256,19,1548,NULL,NULL,,,0,0000-00-00 00:00:00,1
1721,256,14,1550,NULL,NULL,,,0,0000-00-00 00:00:00,1
1722,256,6,1551,NULL,NULL,,,0,0000-00-00 00:00:00,1
1723,256,18,1553,NULL,NULL,,,0,0000-00-00 00:00:00,1
1724,256,48,1554,NULL,NULL,,,0,0000-00-00 00:00:00,1
1725,221,3,1549,NULL,NULL,,,0,0000-00-00 00:00:00,1
1726,221,4,1552,NULL,NULL,,,0,0000-00-00 00:00:00,1
1729,221,7,1557,NULL,NULL,,,0,0000-00-00 00:00:00,1
1730,221,8,1558,NULL,NULL,,,0,0000-00-00 00:00:00,1
1731,231,1,1559,NULL,NULL,,,0,0000-00-00 00:00:00,1
1732,231,2,1560,NULL,NULL,,,0,0000-00-00 00:00:00,1
1733,231,3,1561,NULL,NULL,,,0,0000-00-00 00:00:00,1
1734,231,47,1562,NULL,NULL,,,0,7/25/2015 15:36,0
1735,231,5,1564,NULL,NULL,,,0,0000-00-00 00:00:00,1
1736,231,4,1563,NULL,NULL,,,0,0000-00-00 00:00:00,1
1737,231,6,1565,NULL,NULL,,,0,0000-00-00 00:00:00,1
1738,231,13,1566,NULL,NULL,,,0,0000-00-00 00:00:00,1
1739,231,87,1567,NULL,NULL,,,0,7/25/2015 15:38,0
1740,231,8,1569,NULL,NULL,,,0,0000-00-00 00:00:00,1
1741,231,7,1568,NULL,NULL,,,0,0000-00-00 00:00:00,1
1745,227,4,1573,NULL,NULL,,,0,7/25/2015 18:05,1
1742,227,1,1570,NULL,NULL,,,0,0000-00-00 00:00:00,1
1743,227,2,1571,NULL,NULL,,,0,0000-00-00 00:00:00,1
1744,227,3,1572,NULL,NULL,,,0,0000-00-00 00:00:00,1
1746,227,5,1574,NULL,NULL,,,0,7/25/2015 18:05,1
1747,227,6,1575,NULL,NULL,,,0,0000-00-00 00:00:00,1
1748,227,7,1576,NULL,NULL,,,0,0000-00-00 00:00:00,1
1749,227,8,1577,NULL,NULL,,,0,7/25/2015 18:06,1
1750,252,129,1578,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1751,228,129,1579,NULL,NULL,,,0,8/1/2015 14:48,1
1752,228,1,1580,NULL,NULL,,,0,8/1/2015 14:48,1
1753,228,2,1581,NULL,NULL,,,0,8/1/2015 14:48,1
1754,228,3,1582,NULL,NULL,,,0,8/1/2015 14:48,1
1755,228,4,1583,NULL,NULL,,,0,8/1/2015 14:48,1
1756,228,5,1584,NULL,NULL,,,0,8/1/2015 14:48,1
1757,228,6,1585,NULL,NULL,,,0,8/1/2015 14:49,1
1758,228,7,1586,NULL,NULL,,,0,8/1/2015 14:49,1
1759,228,8,1587,NULL,NULL,,,0,8/1/2015 14:49,1
1760,232,8,1588,NULL,NULL,,,0,0000-00-00 00:00:00,1
1761,232,12,1589,NULL,NULL,,,0,0000-00-00 00:00:00,1
1762,232,1,1590,NULL,NULL,,,0,0000-00-00 00:00:00,1
1763,232,2,1591,NULL,NULL,,,0,0000-00-00 00:00:00,1
1764,232,6,1592,NULL,NULL,,,0,0000-00-00 00:00:00,1
1765,232,14,1593,NULL,NULL,,,0,0000-00-00 00:00:00,1
1766,232,13,1594,NULL,NULL,,,0,0000-00-00 00:00:00,1
1767,232,7,1595,NULL,NULL,,,0,0000-00-00 00:00:00,1
1777,232,5,1605,NULL,NULL,,,0,0000-00-00 00:00:00,1
1769,217,1,1597,NULL,NULL,,,0,0000-00-00 00:00:00,1
1770,217,2,1598,NULL,NULL,,,0,0000-00-00 00:00:00,1
1771,217,3,1599,NULL,NULL,,,0,0000-00-00 00:00:00,1
1772,217,4,1600,NULL,NULL,,,0,0000-00-00 00:00:00,1
1773,217,5,1601,NULL,NULL,,,0,0000-00-00 00:00:00,1
1774,217,6,1602,NULL,NULL,,,0,0000-00-00 00:00:00,1
1775,217,7,1603,NULL,NULL,,,0,0000-00-00 00:00:00,1
1776,217,8,1604,NULL,NULL,,,0,0000-00-00 00:00:00,1
1778,257,1,1606,NULL,NULL,,,0,0000-00-00 00:00:00,1
1779,257,20,1607,NULL,NULL,,,0,0000-00-00 00:00:00,1
1780,257,6,1611,NULL,NULL,,,0,0000-00-00 00:00:00,1
1781,257,21,1608,NULL,NULL,,,0,0000-00-00 00:00:00,1
1782,257,19,1609,NULL,NULL,,,0,0000-00-00 00:00:00,1
1783,257,14,1610,NULL,NULL,,,0,0000-00-00 00:00:00,1
1784,257,18,1612,NULL,NULL,,,0,0000-00-00 00:00:00,1
1785,257,48,1613,NULL,NULL,,,0,8/8/2015 3:25,1
1786,220,1,1614,NULL,NULL,,,0,0000-00-00 00:00:00,1
1787,220,2,1615,NULL,NULL,,,0,0000-00-00 00:00:00,1
1788,220,3,1616,NULL,NULL,,,0,0000-00-00 00:00:00,1
1789,220,4,1617,NULL,NULL,,,0,0000-00-00 00:00:00,1
1790,220,5,1618,NULL,NULL,,,0,0000-00-00 00:00:00,1
1791,220,6,1619,NULL,NULL,,,0,0000-00-00 00:00:00,1
1792,220,7,1620,NULL,NULL,,,0,0000-00-00 00:00:00,1
1793,220,8,1621,NULL,NULL,,,0,0000-00-00 00:00:00,1
1794,229,129,1622,0000-00-00 00:00:00,0,,,0,8/9/2015 16:08,1
1795,252,1,1623,NULL,NULL,,,0,0000-00-00 00:00:00,1
1796,252,2,1624,NULL,NULL,,,0,0000-00-00 00:00:00,1
1797,252,3,1625,NULL,NULL,,,0,0000-00-00 00:00:00,1
1798,252,4,1626,NULL,NULL,,,0,0000-00-00 00:00:00,1
1799,252,5,1627,NULL,NULL,,,0,0000-00-00 00:00:00,1
1800,252,6,1628,NULL,NULL,,,0,0000-00-00 00:00:00,1
1801,252,7,1629,NULL,NULL,,,0,0000-00-00 00:00:00,1
1802,252,8,1630,NULL,NULL,,,0,0000-00-00 00:00:00,1
1803,258,129,1631,NULL,NULL,,,0,0000-00-00 00:00:00,1
1804,241,129,1632,NULL,NULL,,,0,8/19/2015 20:26,1
1805,241,1,1633,NULL,NULL,,,0,0000-00-00 00:00:00,1
1806,241,12,1634,NULL,NULL,,,0,0000-00-00 00:00:00,1
1807,241,2,1635,NULL,NULL,,,0,0000-00-00 00:00:00,1
1808,241,3,1637,NULL,NULL,,,0,0000-00-00 00:00:00,1
1809,241,17,1636,NULL,NULL,,,0,0000-00-00 00:00:00,1
1810,241,4,1638,NULL,NULL,,,0,0000-00-00 00:00:00,1
1811,241,5,1639,NULL,NULL,,,0,0000-00-00 00:00:00,1
1812,241,16,1640,NULL,NULL,,,0,0000-00-00 00:00:00,1
1813,241,13,1641,NULL,NULL,,,0,0000-00-00 00:00:00,1
1814,241,7,1642,NULL,NULL,,,0,0000-00-00 00:00:00,1
1815,241,6,1643,NULL,NULL,,,0,0000-00-00 00:00:00,1
1816,241,14,1644,NULL,NULL,,,0,0000-00-00 00:00:00,1
1817,241,8,1645,NULL,NULL,,,0,0000-00-00 00:00:00,1
1818,229,1,1647,NULL,NULL,,,0,0000-00-00 00:00:00,1
1819,229,142,1646,NULL,NULL,,,0,0000-00-00 00:00:00,1
1820,229,2,1648,NULL,NULL,,,0,0000-00-00 00:00:00,1
1821,229,3,1649,NULL,NULL,,,0,0000-00-00 00:00:00,1
1822,229,4,1650,NULL,NULL,,,0,0000-00-00 00:00:00,1
1823,229,5,1651,NULL,NULL,,,0,8/22/2015 13:30,1
1824,229,6,1652,NULL,NULL,,,0,8/22/2015 13:31,1
1825,229,7,1653,NULL,NULL,,,0,8/22/2015 13:31,1
1826,229,8,1654,NULL,NULL,,,0,8/22/2015 13:31,1
1827,218,129,1655,NULL,NULL,,,0,8/24/2015 13:34,1
1828,219,129,1656,0000-00-00 00:00:00,0,,,0,8/25/2015 18:54,1
1832,258,20,1658,NULL,NULL,,,0,0000-00-00 00:00:00,1
1831,258,1,1657,NULL,NULL,,,0,0000-00-00 00:00:00,1
1833,258,21,1659,NULL,NULL,,,0,0000-00-00 00:00:00,1
1834,258,19,1660,NULL,NULL,,,0,0000-00-00 00:00:00,1
1835,258,14,1661,NULL,NULL,,,0,0000-00-00 00:00:00,1
1836,258,6,1662,NULL,NULL,,,0,0000-00-00 00:00:00,1
1837,258,18,1663,NULL,NULL,,,0,0000-00-00 00:00:00,1
1838,258,8,1664,NULL,NULL,,,0,0000-00-00 00:00:00,1
1839,242,129,1665,0000-00-00 00:00:00,0,,,0,8/27/2015 3:12,1
1840,242,1,1666,NULL,NULL,,,0,8/28/2015 22:07,1
1841,242,12,1667,NULL,NULL,,,0,8/28/2015 22:16,1
1842,242,2,1668,NULL,NULL,,,0,0000-00-00 00:00:00,1
1843,242,17,1669,NULL,NULL,,,0,0000-00-00 00:00:00,1
1844,242,3,1670,NULL,NULL,,,0,0000-00-00 00:00:00,1
1845,242,4,1671,NULL,NULL,,,0,8/28/2015 23:44,1
1846,242,5,1672,NULL,NULL,,,0,0000-00-00 00:00:00,1
1847,242,16,1673,NULL,NULL,,,0,0000-00-00 00:00:00,1
1849,242,7,1674,NULL,NULL,,,0,0000-00-00 00:00:00,1
1850,242,13,1675,NULL,NULL,,,0,8/29/2015 1:20,1
1851,242,6,1676,NULL,NULL,,,0,8/29/2015 1:37,1
1852,242,48,1677,NULL,NULL,,,0,8/29/2015 1:45,1
1853,233,5,1682,NULL,NULL,,,0,0000-00-00 00:00:00,1
1854,233,2,1679,NULL,NULL,,,0,0000-00-00 00:00:00,1
1855,233,3,1680,NULL,NULL,,,0,0000-00-00 00:00:00,1
1856,233,4,1681,NULL,NULL,,,0,0000-00-00 00:00:00,1
1858,233,6,1683,NULL,NULL,,,0,0000-00-00 00:00:00,1
1859,233,13,1684,NULL,NULL,,,0,0000-00-00 00:00:00,1
1860,233,7,1685,NULL,NULL,,,0,0000-00-00 00:00:00,1
1861,233,8,1686,NULL,NULL,,,0,0000-00-00 00:00:00,1
1862,233,1,1678,NULL,NULL,,,0,0000-00-00 00:00:00,1
1863,259,129,1687,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1864,218,1,1688,NULL,NULL,,,0,0000-00-00 00:00:00,1
1865,218,2,1689,NULL,NULL,,,0,0000-00-00 00:00:00,1
1866,218,3,1690,NULL,NULL,,,0,0000-00-00 00:00:00,1
1867,218,4,1691,NULL,NULL,,,0,0000-00-00 00:00:00,1
1868,218,5,1692,NULL,NULL,,,0,0000-00-00 00:00:00,1
1869,218,6,1693,NULL,NULL,,,0,0000-00-00 00:00:00,1
1870,218,7,1694,NULL,NULL,,,0,0000-00-00 00:00:00,1
1871,218,8,1695,NULL,NULL,,,0,0000-00-00 00:00:00,1
1872,219,1,1696,NULL,NULL,,,0,0000-00-00 00:00:00,1
1873,219,2,1697,NULL,NULL,,,0,0000-00-00 00:00:00,1
1874,219,3,1698,NULL,NULL,,,0,0000-00-00 00:00:00,1
1875,219,4,1699,NULL,NULL,,,0,0000-00-00 00:00:00,1
1876,219,5,1700,NULL,NULL,,,0,0000-00-00 00:00:00,1
1877,219,6,1701,NULL,NULL,,,0,0000-00-00 00:00:00,1
1878,219,7,1702,NULL,NULL,,,0,0000-00-00 00:00:00,1
1879,263,1,1703,NULL,NULL,,,0,0000-00-00 00:00:00,1
1880,263,2,1704,NULL,NULL,,,0,0000-00-00 00:00:00,1
1881,263,3,1705,NULL,NULL,,,0,0000-00-00 00:00:00,1
1882,263,4,1706,NULL,NULL,,,0,0000-00-00 00:00:00,1
1883,263,5,1707,NULL,NULL,,,0,0000-00-00 00:00:00,1
1884,263,6,1708,NULL,NULL,,,0,0000-00-00 00:00:00,1
1885,263,13,1709,NULL,NULL,,,0,0000-00-00 00:00:00,1
1886,263,7,1710,NULL,NULL,,,0,0000-00-00 00:00:00,1
1887,263,8,1711,NULL,NULL,,,0,0000-00-00 00:00:00,1
1888,219,8,1712,NULL,NULL,,,0,0000-00-00 00:00:00,1
1889,259,1,1713,NULL,NULL,,,0,0000-00-00 00:00:00,1
1890,259,20,1714,NULL,NULL,,,0,0000-00-00 00:00:00,1
1891,259,21,1715,NULL,NULL,,,0,0000-00-00 00:00:00,1
1892,259,19,1716,NULL,NULL,,,0,0000-00-00 00:00:00,1
1893,259,14,1717,NULL,NULL,,,0,0000-00-00 00:00:00,1
1894,259,6,1718,NULL,NULL,,,0,0000-00-00 00:00:00,1
1895,259,18,1719,NULL,NULL,,,0,0000-00-00 00:00:00,1
1896,259,8,1720,NULL,NULL,,,0,0000-00-00 00:00:00,1
1897,268,129,1,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1898,268,1,2,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1899,268,2,3,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1900,268,3,4,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1901,268,4,5,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1902,268,5,6,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1903,268,6,7,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1904,268,7,8,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1905,268,8,9,0000-00-00 00:00:00,0,,,0,0000-00-00 00:00:00,1
1907,274,1,1,0000-00-00 00:00:00,0,,,194,8/9/2016 21:23,1
