id,team_name,division,alias,nickname,hometown,user_id,picture,picture_small,address,postcode,city,state,description,checked_out,checked_out_time
84,Merrick Buckeyes,Motorized,motorized-merrick-buckeyes,,,123,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
85,North Bellmore Rinky Dinks,Motorized,motorized-north-bellmore-rinky-dinks,,,121,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
86,Oyster Bay Teddy's Boys,Motorized,motorized-oyster-bay-teddys-boys,,,120,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
87,Plainview Plainsmen,Motorized,motorized-plainview-plainsmen,,,119,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
88,Point Lookout Smokin Seagulls,Motorized,motorized-point-lookout-smokin-seagulls,,,118,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
89,Port Washington Road Runners,Motorized,motorized-port-washington-road-runners,,,117,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
90,Rockville Centre Woodlanders,Motorized,motorized-rockville-centre-woodlanders,,,116,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
91,Roslyn Highlanders,Motorized,motorized-roslyn-highlanders,,,115,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
92,Seaford Inmates,Motorized,motorized-seaford-inmates,,,114,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
93,South Hempstead Rascals,Motorized,motorized-south-hempstead-rascals,,,113,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
94,Valley Stream Misfits,Old-Fashioned,motorized-valley-stream-misfits,,,112,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
95,Wantagh Knuckleheads,Motorized,motorized-wantagh-knuckleheads,,,111,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
97,West Hempstead Westerners,Motorized,motorized-west-hempstead-westerners,,,109,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
98,Wyandanch Indians,Motorized,motorized-wyandanch-indians,,,105,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
99,West Islip Raiders,Motorized,motorized-west-islip-raiders,,,107,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
100,Sayville Blue Jays,Motorized,motorized-sayville-blue-jays,,,145,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
101,Saint James Wildcats,Motorized,motorized-saint-james-wildcats,,,146,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
102,Riverhead Ironmen,Motorized,motorized-riverhead-ironmen,,,147,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
103,Patchogue Replacements,Motorized,motorized-patchogue-replacements,,,148,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
104,North Lindenhurst Piston Knockers,Motorized,motorized-north-lindenhurst-piston-knockers,,,149,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
105,Miller Place Extinguishers,Motorized,motorized-miller-place-extinguishers,,,151,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
106,Farmingville Bandits,Motorized,motorized-farmingville-bandits,,,155,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
107,Deer Park Bucks,Motorized,motorized-deer-park-bucks,,,158,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
108,Cutchogue Panthers,Motorized,motorized-cutchogue-panthers,,,97,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
109,Coram Hellraisers,Motorized,motorized-coram-hellraisers,,,159,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
110,Copiague Yellowbirds,Motorized,motorized-copiague-yellowbirds,,,160,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
111,Amityville Villains,Motorized,motorized-amityville-villains,,,161,team_slug_1331813741.jpg,,,,,,"<p> </p>
<p style=""margin: 0.0px 0.0px 12.0px 0.0px; line-height: 15.0px; font: 12.0px Helvetica; color: #333333;""><em>(Login to edit your profile)</em></p>
<p> </p>",0,0000-00-00 00:00:00
112,North Massapequa,Parade,parade-north-massapequa,,,62,,,,,,,,0,0000-00-00 00:00:00
117,Malverne Chipmunks,Old-Fashioned,old-fashioned-malverne-chipmunks,,,126,,,,,,,,0,3/20/2012 17:38
118,Franklin Square Square Shooters,Old-Fashioned,old-fashioned-franklin-square-square-shooters,,,0,,,,,,,,0,3/20/2012 21:28
120,West Sayville,Parade,parade-west-sayville,,,0,,,,,,,,0,0000-00-00 00:00:00
204,Farmingville Bandits,Junior,junior-farmingville-bandits,,,0,,,,,,,,0,8/30/2012 14:01
128,Say,West,west-say,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7/13/2012 23:01
129,New Hyde Park Termites,Motorized,motorized-new-hyde-park-termites,,,0,,,,,,,,0,7/14/2012 13:01
130,Miller Place Extinguishers,Old-Fashioned,old-fashioned-miller-place-extinguishers,,,0,,,,,,,,0,7/14/2012 19:32
131,Oyster Bay Teddy's Boys,Old-Fashioned,old-fashioned-oyster-bay-teddys-boys,,,0,,,,,,,,0,7/14/2012 19:33
132,Lynbrook Tumblers,Old-Fashioned,old-fashioned-lynbrook-tumblers,,,0,,,,,,,,0,7/14/2012 19:34
133,Glen Cove Wet Ears,Old-Fashioned,old-fashioned-glen-cove-wet-ears,,,0,,,,,,,,0,7/14/2012 19:35
134,Freeport Nighthawks,Old-Fashioned,old-fashioned-freeport-nighthawks,,,0,,,,,,,,0,7/14/2012 19:36
135,Freeport Clamdiggers,Old-Fashioned,old-fashioned-freeport-clamdiggers,,,0,,,,,,,,0,7/14/2012 19:37
136,Medford Stump Jumpers,Old-Fashioned,old-fashioned-medford-stump-jumpers,,,0,,,,,,,,0,0000-00-00 00:00:00
137,Amityville Villains,Old-Fashioned,old-fashioned-amityville-villains,,,0,,,,,,,,0,0000-00-00 00:00:00
138,Rockville Centre Woodlanders,Old-Fashioned,old-fashioned-rockville-centre-woodlanders,,,0,,,,,,,,0,0000-00-00 00:00:00
139,Rocky Point Rum Runners,Old-Fashioned,old-fashioned-rocky-point-rum-runners,,,0,,,,,,,,0,7/14/2012 20:02
140,Bayville Oak Neckers,Old-Fashioned,old-fashioned-bayville-oak-neckers,,,0,,,,,,,,0,7/15/2012 4:47
141,Rockv,Old-Fashioned,old-fashioned-rockv,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7/15/2012 23:58
142,Copenhagen Cubs,Exhibition,exhibition-copenhagen-cubs,,,0,,,,,,,,0,7/17/2012 19:24
143,Deerfield Hosebusters,Exhibition,exhibition-deerfield-hosebusters,,,0,,,,,,,,0,7/17/2012 19:26
144,Great Bend Cobras,Exhibition,exhibition-great-bend-cobras,,,0,,,,,,,,0,7/17/2012 19:28
145,Lake Placid Panthers,Exhibition,exhibition-lake-placid-panthers,,,0,,,,,,,,0,7/17/2012 19:31
146,Elsmere Wanderers,Exhibition,exhibition-elsmere-wanderers,,,0,,,,,,,,0,7/17/2012 19:34
147,Norfolk Snails,Exhibition,exhibition-norfolk-snails,,,0,,,,,,,,0,7/17/2012 19:37
148,West Carthage Hornets,Exhibition,exhibition-west-carthage-hornets,,,0,,,,,,,,0,7/17/2012 19:39
149,Clayton Calumets,Exhibition,exhibition-clayton-calumets,,,0,,,,,,,,0,7/17/2012 19:41
150,Louisville Turtles,Exhibition,exhibition-louisville-turtles,,,0,,,,,,,,0,7/17/2012 19:44
151,Manhasset-Lakeville Minute Men,Exhibition,exhibition-manhasset-lakeville-minute-men,,,0,,,,,,,,0,7/18/2012 5:13
152,Roslyn Highlanders,Exhibition,exhibition-roslyn-highlanders,,,0,,,,,,,,0,7/18/2012 5:13
153,Port Washington Road Runners,Exhibition,exhibition-port-washington-road-runners,,,0,,,,,,,,0,7/18/2012 5:14
154,West Hempstead Westerners,Exhibition,exhibition-west-hempstead-westerners,,,0,,,,,,,,0,7/18/2012 6:03
155,North Greece Lil Squirts,Exhibition,exhibition-north-greece-lil-squirts,,,0,,,,,,,,0,7/23/2012 22:59
156,Main-Transit Slo-Pokes,Exhibition,exhibition-main-transit-slo-pokes,,,0,,,,,,,,0,7/23/2012 23:00
157,Sheridan Park All Thumbs,Exhibition,exhibition-sheridan-park-all-thumbs,,,0,,,,,,,,0,7/23/2012 23:01
158,Point Pleasant Pea Pickers,Exhibition,exhibition-point-pleasant-pea-pickers,,,0,,,,,,,,0,7/23/2012 23:01
159,Spencerport Red Onions,Exhibition,exhibition-spencerport-red-onions,,,0,,,,,,,,0,7/23/2012 23:02
160,Henrietta Ol' Henries,Exhibition,exhibition-henrietta-ol-henries,,,0,,,,,,,,0,7/23/2012 23:02
161,Riverhead Ironmen,Exhibition,exhibition-riverhead-ironmen,,,0,,,,,,,,0,8/5/2012 14:35
162,West Sayville Flying Dutchmen,Exhibition,exhibition-west-sayville-flying-dutchmen,,,0,,,,,,,,0,8/5/2012 14:49
163,Central Islip Hoboes,Exhibition,exhibition-central-islip-hoboes,,,0,,,,,,,,0,8/5/2012 14:49
164,Saint James Wildcats,Exhibition,exhibition-saint-james-wildcats,,,0,,,,,,,,0,8/5/2012 14:49
165,Levittown Rebels,Exhibition,exhibition-levittown-rebels,,,0,,,,,,,,0,8/5/2012 14:50
166,Brentwood Tigers,Exhibition,exhibition-brentwood-tigers,,,0,,,,,,,,0,8/5/2012 14:50
167,Bay Shore Redskins,Exhibition,exhibition-bay-shore-redskins,,,0,,,,,,,,0,8/5/2012 14:51
168,North Lindenhurst Piston Knockers,Exhibition,exhibition-north-lindenhurst-piston-knockers,,,0,,,,,,,,0,8/5/2012 14:51
169,Islip Wolves,Exhibition,exhibition-islip-wolves,,,0,,,,,,,,0,8/5/2012 14:52
170,Baldwin Tomcats,Old-Fashioned,old-fashioned-baldwin-tomcats,,,0,,,,,,,,0,8/6/2012 4:16
171,Farmingville Bandits,Old-Fashioned,old-fashioned-farmingville-bandits,,,0,,,,,,,,0,8/6/2012 4:22
172,East Rockaway Cold Ducks,Old-Fashioned,old-fashioned-east-rockaway-cold-ducks,,,0,,,,,,,,0,8/6/2012 4:24
173,Plainview Plainsmen,Old-Fashioned,old-fashioned-plainview-plainsmen,,,0,,,,,,,,0,8/6/2012 4:27
174,Point Lookout Smokin Seagulls,Old-Fashioned,old-fashioned-point-lookout-smokin-seagulls,,,0,,,,,,,,0,8/6/2012 4:27
175,Baldwin Tomcats,Exhibition,exhibition-baldwin-tomcats,,,0,,,,,,,,0,8/18/2012 2:51
176,Hicksville Hicks,Exhibition,exhibition-hicksville-hicks,,,0,,,,,,,,0,8/18/2012 2:56
177,Oyster Bay Teddy's Boys,Exhibition,exhibition-oyster-bay-teddys-boys,,,0,,,,,,,,0,8/18/2012 2:58
178,North Bellmore Rinky Dinks,Exhibition,exhibition-north-bellmore-rinky-dinks,,,0,,,,,,,,0,8/18/2012 3:00
179,New Hyde Park Termites,Exhibition,exhibition-new-hyde-park-termites,,,0,,,,,,,,0,8/18/2012 3:01
180,Westbury Turtles,Exhibition,exhibition-westbury-turtles,,,0,,,,,,,,0,8/18/2012 3:03
181,Copiague Yellowbirds,Exhibition,exhibition-copiague-yellowbirds,,,0,,,,,,,,0,8/26/2012 9:01
182,Deer Park Bucks,Exhibition,exhibition-deer-park-bucks,,,0,,,,,,,,0,8/26/2012 9:02
183,East Farmingdale Hares,Exhibition,exhibition-east-farmingdale-hares,,,0,,,,,,,,0,8/26/2012 9:03
184,East Islip Guzzlers,Exhibition,exhibition-east-islip-guzzlers,,,0,,,,,,,,0,8/26/2012 9:03
185,Lindenhurst Snails,Exhibition,exhibition-lindenhurst-snails,,,0,,,,,,,,0,8/26/2012 9:13
186,Hicksville,Parade,parade-hicksville,,,0,,,,,,,,0,8/30/2012 4:37
187,Lindenhurst,Parade,parade-lindenhurst,,,0,,,,,,,,0,0000-00-00 00:00:00
188,North Babylon,Parade,parade-north-babylon,,,0,,,,,,,,0,8/30/2012 4:38
189,West Islip,Parade,parade-west-islip,,,0,,,,,,,,0,8/30/2012 4:39
190,Bayshore,Parade,parade-bayshore,,,0,,,,,,,,0,8/30/2012 4:39
191,Elmont,Parade,parade-elmont,,,0,,,,,,,,0,8/30/2012 4:47
192,Bellmore,Parade,parade-bellmore,,,0,,,,,,,,0,8/30/2012 4:47
193,Sayville,Parade,parade-sayville,,,0,,,,,,,,0,8/30/2012 4:51
194,Manhasset Lakeview,Parade,parade-manhasset-lakeview,,,0,,,,,,,,0,8/30/2012 4:51
195,Brentwood,Parade,parade-brentwood,,,0,,,,,,,,0,8/30/2012 4:55
196,Wyandanch,Parade,parade-wyandanch,,,0,,,,,,,,0,8/30/2012 5:01
197,Central Islip,Parade,parade-central-islip,,,0,,,,,,,,0,8/30/2012 5:01
198,Copiague,Parade,parade-copiague,,,0,,,,,,,,0,8/30/2012 5:04
200,Selden,Parade,parade-selden,,,0,,,,,,,,0,8/30/2012 5:17
201,Freeport,Parade,parade-freeport,,,0,,,,,,,,0,8/30/2012 5:20
202,Baldwin,Parade,parade-baldwin,,,0,,,,,,,,0,8/30/2012 5:22
203,Saint James,Parade,parade-saint-james,,,0,,,,,,,,0,8/30/2012 5:25
205,Coram Hellraisers,Exhibition,exhibition-coram-hellraisers,,,0,,,,,,,,0,9/14/2012 21:59
206,Selden Slowpokes,Old-Fashioned,old-fashioned-selden-slowpokes,,,0,,,,,,,,0,6/8/2013 20:59
207,Blue Point Mighty Midgets,Old-Fashioned,old-fashioned-blue-point-mighty-midgets,,,0,,,,,,,,0,6/8/2013 21:00
208,North Bellmore,Parade,parade-north-bellmore,,,0,,,,,,,,0,6/10/2013 1:45
209,Locust Valley,Parade,parade-locust-valley,,,0,,,,,,,,0,6/19/2013 1:32
210,East Norwich,Parade,parade-east-norwich,,,0,,,,,,,,0,6/19/2013 1:33
211,Great Bend Cobras,Parade,parade-great-bend-cobras,,,0,,,,,,,,0,6/19/2013 1:42
212,Rocky Point Rum Runners,Motorized,motorized-rocky-point-rum-runners,,,0,,,,,,,,0,6/22/2013 12:12
213,Merrick Buckeyes,Old-Fashioned,old-fashioned-merrick-buckeyes,,,0,,,,,,,,0,7/9/2013 9:48
214,Lakeview Sparks,Old-Fashioned,old-fashioned-lakeview-sparks,,,0,,,,,,,,0,7/9/2013 9:49
215,North Massapequa,Old-Fashioned,old-fashioned-north-massapequa,,,0,,,,,,,,0,7/9/2013 9:50
216,West Islip Raiders,Exhibition,exhibition-west-islip-raiders,,West Islip Fire Department,0,,,309 Union Blvd,11795,West Islip,New York,,0,0000-00-00 00:00:00
217,Sea Cliff Indians,Old-Fashioned,old-fashioned-sea-cliff-indians,,,0,,,,,,,,0,7/29/2013 16:20
218,Seaford Inmates,Old-Fashioned,old-fashioned-seaford-inmates,,,0,,,,,,,,0,7/29/2013 16:21
219,Copiague Yellowbirds,Old-Fashioned,old-fashioned-copiague-yellowbirds,,,0,,,,,,,,0,7/29/2013 16:39
220,Main-Transit Slo-Pokes,Old-Fashioned,old-fashioned-main-transit-slo-pokes,,,0,,,,,,,,0,8/8/2013 22:04
221,Sheridan Park All Thumbs,Old-Fashioned,old-fashioned-sheridan-park-all-thumbs,,,0,,,,,,,,0,8/8/2013 22:04
222,Henrietta Ol' Henries,Old-Fashioned,old-fashioned-henrietta-ol-henries,,,0,,,,,,,,0,8/8/2013 22:04
223,Spencerport Red Onions,Old-Fashioned,old-fashioned-spencerport-red-onions,,,0,,,,,,,,0,8/8/2013 22:04
224,Elsmere Wanderers,Old-Fashioned,old-fashioned-elsmere-wanderers,,,0,,,,,,,,0,8/8/2013 22:05
225,Point Pleasant Pea Pickers,Old-Fashioned,old-fashioned-point-pleasant-pea-pickers,,,0,,,,,,,,0,8/8/2013 22:05
226,Glenwood Greenhorns,Old-Fashioned,old-fashioned-glenwood-greenhorns,,,0,,,,,,,,0,8/27/2013 15:59
227,West Hempstead Westerners,Old-Fashioned,old-fashioned-west-hempstead-westerners,,,0,,,,,,,,0,9/25/2013 0:24
228,Hicksville Hicks,Old-Fashioned,old-fashioned-hicksville-hicks,,,0,,,,,,,,0,9/25/2013 0:25
229,Jericho Bachelors,Old-Fashioned,old-fashioned-jericho-bachelors,,,0,,,,,,,,0,5/31/2014 3:25
230,Babylon Scroungers,Old-Fashioned,old-fashioned-babylon-scroungers,,,0,,,,,,,,0,5/31/2014 3:26
231,Carthage Nighthawks,Motorized,motorized-carthage-nighthawks,,,0,,,,,,,,0,6/7/2014 12:20
232,Atlantic Steamers,Old-Fashioned,old-fashioned-atlantic-steamers,,,0,,,,,,,,0,6/20/2014 16:15
233,Roslyn Highlanders,Old-Fashioned,old-fashioned-roslyn-highlanders,,,0,,,,,,,,0,6/20/2014 16:21
234,Syosset Night Raiders,Old-Fashioned,old-fashioned-syosset-night-raiders,,,0,,,,,,,,0,6/20/2014 16:23
235,Locust Valley,Old-Fashioned,old-fashioned-locust-valley,,,0,,,,,,,,0,6/20/2014 16:25
236,East Norwich Spooks,Old-Fashioned,old-fashioned-east-norwich-spooks,,,0,,,,,,,,0,6/20/2014 16:26
237,Roslyn Rescue,Old-Fashioned,old-fashioned-roslyn-rescue,,,0,,,,,,,,0,6/20/2014 16:27
238,Freeport Wide Awakes,Old-Fashioned,old-fashioned-freeport-wide-awakes,,,0,,,,,,,,0,7/8/2014 0:06
239,Elsmere Jr Wanderes,Junior,junior-elsmere-jr-wanderes,,,0,,,,,,,,0,7/13/2014 14:19
240,West Islip Jr. Raiders,Junior,junior-west-islip-jr-raiders,,,0,,,,,,,,0,5/29/2015 18:57
241,Wyandanch Jr. Indians,Junior,junior-wyandanch-jr-indians,,,0,,,,,,,,0,5/29/2015 18:58
242,Huntington Manor Jr. Bulldogs,Junior,junior-huntington-manor-jr-bulldogs,,,0,,,,,,,,0,5/29/2015 19:49
243,Massapequa,Old-Fashioned,old-fashioned-massapequa,,,0,,,,,,,,0,8/19/2015 17:16
244,Oyster Bay Rough Riders,Old-Fashioned,old-fashioned-oyster-bay-rough-riders,,,0,,,,,,,,0,6/9/2016 14:23
245,North Patchogue Nite Caps,Old-Fashioned,North Patchogue Nite Caps,,,191,,,,,,,,0,6/17/2016 19:36
246,North Merrick,Motorized,motorized-north-merrick,,,0,,,,,,,,0,7/14/2016 15:32
