id,team_id,season_id,parentteam_id,number,initial_points,checked_out,checked_out_time
666,159,28,84,0,0,0,6/14/2014 14:12
667,153,28,52,0,0,0,6/14/2014 14:15
668,43,32,69,0,0,0,6/17/2014 18:16
669,140,31,97,0,0,0,6/20/2014 16:14
670,232,31,103,0,0,0,6/20/2014 16:15
671,131,31,49,0,0,0,6/20/2014 16:19
673,133,31,34,0,0,0,6/20/2014 16:20
674,226,31,35,0,0,0,6/20/2014 16:20
675,233,31,54,0,0,0,6/20/2014 16:21
676,217,31,100,0,0,0,6/20/2014 16:22
677,234,31,104,0,0,0,6/20/2014 16:23
678,235,31,98,0,0,0,6/20/2014 16:26
679,236,31,2,0,0,0,6/20/2014 16:27
680,237,31,106,0,0,0,6/20/2014 16:28
681,207,31,91,0,0,0,6/20/2014 17:08
683,212,32,96,0,0,0,6/20/2014 22:31
684,102,32,74,0,0,0,6/20/2014 22:31
685,108,32,63,0,0,0,6/20/2014 22:31
686,109,32,62,0,0,0,6/20/2014 22:32
687,105,32,70,0,0,0,6/20/2014 22:32
688,101,32,75,0,0,0,6/20/2014 22:32
689,47,32,77,0,0,0,6/20/2014 22:33
690,106,32,67,0,0,0,6/20/2014 22:33
691,207,32,91,0,0,0,6/20/2014 22:33
692,24,29,12,0,0,0,6/21/2014 3:00
693,60,29,82,0,0,0,6/21/2014 3:00
694,59,29,81,0,0,0,6/21/2014 3:00
695,26,29,11,0,0,0,6/21/2014 3:01
696,25,29,10,0,0,0,6/21/2014 3:01
697,61,29,83,0,0,0,6/21/2014 3:01
698,62,29,84,0,0,0,6/21/2014 3:02
699,90,26,53,0,0,0,6/23/2014 21:51
700,97,26,59,0,0,0,6/28/2014 22:44
701,75,27,37,0,0,0,7/3/2014 1:17
702,6,27,5,0,0,0,7/3/2014 1:17
703,28,27,19,0,0,0,7/3/2014 1:18
704,97,27,59,0,0,0,7/3/2014 1:18
705,78,27,40,0,0,0,7/3/2014 1:18
706,63,27,24,0,0,0,7/3/2014 1:18
707,89,27,52,0,0,0,7/3/2014 1:19
708,129,27,47,0,0,0,7/3/2014 1:19
709,73,27,35,0,0,0,7/3/2014 1:19
710,85,27,48,0,0,0,7/3/2014 1:19
711,82,27,44,0,0,0,7/3/2014 1:20
712,90,27,53,0,0,0,7/3/2014 1:20
713,110,32,61,0,0,0,7/3/2014 22:11
714,41,32,68,0,0,0,7/3/2014 22:11
715,170,31,24,0,0,0,7/5/2014 2:54
716,214,31,39,0,0,0,7/5/2014 2:54
717,172,31,3,0,0,0,7/5/2014 2:55
718,118,31,29,0,0,0,7/5/2014 2:55
719,132,31,42,0,0,0,7/5/2014 2:55
720,138,31,53,0,0,0,7/5/2014 2:56
721,228,31,37,0,0,0,7/5/2014 4:55
722,175,32,24,0,0,0,0000-00-00 00:00:00
723,151,32,44,0,0,0,7/7/2014 20:09
724,182,32,64,0,0,0,7/7/2014 20:10
725,100,32,76,0,0,0,7/7/2014 20:10
726,165,32,40,0,0,0,7/7/2014 20:10
727,178,32,48,0,0,0,7/7/2014 20:11
728,183,32,65,0,0,0,7/7/2014 20:11
729,90,32,53,0,0,0,7/7/2014 20:11
730,84,32,94,0,0,0,7/7/2014 20:11
731,238,31,107,0,0,0,7/8/2014 0:06
732,84,27,94,0,0,0,7/9/2014 15:38
733,74,27,36,0,0,0,7/12/2014 13:03
734,91,27,54,0,0,0,0000-00-00 00:00:00
735,239,30,86,0,0,0,7/13/2014 14:20
736,182,27,64,0,0,0,7/14/2014 19:43
737,163,27,1,0,0,0,7/14/2014 19:44
738,166,27,8,0,0,0,7/14/2014 19:44
739,168,27,72,0,0,0,7/14/2014 19:45
740,167,27,6,0,0,0,7/14/2014 19:45
741,91,26,54,0,0,0,7/14/2014 20:02
742,129,26,47,0,0,0,7/14/2014 20:03
743,74,26,36,0,0,0,7/14/2014 20:03
745,86,26,49,0,0,0,7/29/2014 18:39
746,52,26,85,0,0,0,7/29/2014 18:39
747,55,26,87,0,0,0,7/29/2014 18:39
748,63,26,24,0,0,0,7/29/2014 18:39
749,17,26,15,0,0,0,7/29/2014 18:39
750,53,26,86,0,0,0,7/29/2014 18:40
751,58,26,90,0,0,0,7/29/2014 18:40
752,24,26,12,0,0,0,7/29/2014 18:40
753,10,26,7,0,0,0,7/29/2014 18:40
754,73,26,35,0,0,0,7/29/2014 18:40
755,25,26,10,0,0,0,7/29/2014 18:41
756,60,26,82,0,0,0,7/29/2014 18:41
757,62,26,84,0,0,0,7/29/2014 18:41
758,59,26,81,0,0,0,7/29/2014 18:42
759,15,26,13,0,0,0,7/29/2014 18:42
760,32,26,22,0,0,0,7/29/2014 18:42
761,41,27,68,0,0,0,8/9/2014 7:23
762,86,27,49,0,0,0,8/9/2014 7:23
763,20,27,18,0,0,0,8/9/2014 13:36
764,26,26,11,0,0,0,8/16/2014 12:30
766,166,32,8,0,0,0,8/22/2014 22:32
767,105,26,70,0,0,0,8/30/2014 0:28
768,10,32,7,0,0,0,9/4/2014 21:25
769,45,32,71,0,0,0,9/4/2014 21:25
770,111,32,60,0,0,0,9/8/2014 2:42
771,5,32,4,0,0,0,9/13/2014 5:16
772,64,32,25,0,0,0,9/13/2014 5:17
773,213,31,94,0,0,0,9/14/2014 15:55
774,206,31,77,0,0,0,9/14/2014 15:56
775,41,33,68,0,0,0,5/27/2015 16:33
776,85,33,48,0,0,0,5/27/2015 16:33
777,49,33,92,0,0,0,5/27/2015 16:33
778,97,33,59,0,0,0,5/27/2015 16:33
779,12,33,6,0,0,0,5/27/2015 16:34
780,102,33,74,0,0,0,5/27/2015 16:34
781,110,33,61,0,0,0,0000-00-00 00:00:00
782,47,33,77,0,0,0,5/27/2015 16:34
783,82,33,44,0,0,0,5/27/2015 16:35
784,129,33,47,0,0,0,5/27/2015 16:35
785,90,33,53,0,0,0,5/27/2015 16:35
786,20,33,18,0,0,0,5/27/2015 16:35
787,13,33,8,0,0,0,5/27/2015 16:35
788,37,33,66,0,0,0,5/27/2015 16:36
789,106,33,67,0,0,0,5/27/2015 16:36
790,75,33,37,0,0,0,5/27/2015 16:36
791,78,33,40,0,0,0,5/27/2015 16:36
792,89,33,52,0,0,0,5/27/2015 16:37
793,100,33,76,0,0,0,5/27/2015 16:37
794,99,33,78,0,0,0,5/27/2015 16:37
795,107,33,64,0,0,0,5/27/2015 16:37
796,104,33,72,0,0,0,5/27/2015 16:38
797,39,33,65,0,0,0,5/27/2015 16:38
798,28,33,19,0,0,0,5/27/2015 16:38
799,105,33,70,0,0,0,5/27/2015 16:38
800,3,33,1,0,0,0,5/27/2015 16:38
801,40,36,68,0,0,0,5/29/2015 18:49
802,35,36,91,0,0,0,5/29/2015 18:50
803,31,36,21,0,0,0,5/29/2015 18:50
804,44,36,71,0,0,0,5/29/2015 18:52
805,204,36,67,0,0,0,5/29/2015 18:52
806,19,36,18,0,0,0,5/29/2015 18:53
807,42,36,69,0,0,0,5/29/2015 18:53
808,34,36,23,0,0,0,5/29/2015 18:53
809,36,36,66,0,0,0,5/29/2015 18:53
810,46,36,77,0,0,0,5/29/2015 18:53
811,23,36,12,0,0,0,5/29/2015 18:54
812,11,36,6,0,0,0,5/29/2015 18:54
813,14,36,1,0,0,0,5/29/2015 18:55
814,50,36,92,0,0,0,5/29/2015 18:56
815,240,36,78,0,0,0,5/29/2015 18:59
816,241,36,80,0,0,0,5/29/2015 18:59
817,242,36,108,0,0,0,5/29/2015 19:50
818,41,37,68,0,0,0,6/6/2015 11:55
819,85,37,48,0,0,0,6/6/2015 11:56
820,49,37,92,0,0,0,6/6/2015 11:56
821,99,37,78,0,0,0,6/6/2015 11:56
822,3,37,1,0,0,0,6/6/2015 11:58
823,105,37,70,0,0,0,6/6/2015 11:58
824,28,37,19,0,0,0,6/6/2015 11:59
825,39,37,65,0,0,0,6/6/2015 11:59
826,104,37,72,0,0,0,6/6/2015 11:59
827,107,37,64,0,0,0,6/6/2015 12:01
828,90,37,53,0,0,0,6/6/2015 12:03
829,129,37,47,0,0,0,6/6/2015 12:03
830,82,37,44,0,0,0,6/6/2015 12:03
831,47,37,77,0,0,0,6/6/2015 12:03
832,110,37,61,0,0,0,6/6/2015 12:04
833,55,35,87,0,0,0,6/9/2015 22:02
834,52,35,85,0,0,0,6/9/2015 22:02
835,32,35,22,0,0,0,6/9/2015 22:03
836,15,35,13,0,0,0,6/9/2015 22:03
837,56,35,88,0,0,0,6/9/2015 22:04
838,58,35,90,0,0,0,6/9/2015 22:05
839,231,35,102,0,0,0,6/9/2015 22:05
840,102,38,74,0,0,0,6/11/2015 11:03
841,139,38,96,0,0,0,6/11/2015 11:03
842,136,38,69,0,0,0,6/11/2015 11:03
843,108,38,63,0,0,0,6/11/2015 11:04
844,130,38,70,0,0,0,6/11/2015 11:04
845,7,38,4,0,0,0,6/11/2015 11:04
846,132,38,42,0,0,0,6/11/2015 11:05
847,47,34,77,0,0,0,6/11/2015 11:14
848,104,34,72,0,0,0,6/11/2015 11:14
849,39,34,65,0,0,0,6/11/2015 11:14
850,78,34,40,0,0,0,6/11/2015 11:15
851,20,34,18,0,0,0,6/11/2015 11:15
852,41,34,68,0,0,0,6/11/2015 11:15
853,3,34,1,0,0,0,6/11/2015 11:15
854,12,34,6,0,0,0,6/11/2015 11:16
855,107,34,64,0,0,0,6/11/2015 11:16
856,37,34,66,0,0,0,6/11/2015 11:17
857,28,34,19,0,0,0,6/11/2015 11:17
858,102,34,74,0,0,0,6/11/2015 11:18
859,75,34,37,0,0,0,6/11/2015 11:18
860,97,34,59,0,0,0,6/12/2015 20:18
861,13,34,8,0,0,0,6/12/2015 20:18
867,89,34,52,0,0,0,6/12/2015 20:22
863,106,34,67,0,0,0,6/12/2015 20:19
864,100,34,76,0,0,0,6/12/2015 20:19
865,110,34,61,0,0,0,6/12/2015 20:19
866,85,34,48,0,0,0,6/12/2015 20:19
868,49,34,92,0,0,0,6/12/2015 20:25
869,53,35,86,0,0,0,6/13/2015 15:38
870,60,35,82,0,0,0,6/13/2015 15:38
871,174,38,51,0,0,0,6/13/2015 20:01
872,137,38,60,0,0,0,6/13/2015 20:01
873,41,38,68,0,0,0,6/13/2015 20:02
874,140,38,97,0,0,0,6/13/2015 20:02
875,229,38,101,0,0,0,6/13/2015 20:02
876,74,34,36,0,0,0,6/19/2015 14:24
877,90,34,53,0,0,0,6/19/2015 14:25
878,63,34,24,0,0,0,6/19/2015 14:25
879,99,34,78,0,0,0,6/19/2015 14:25
880,84,34,94,0,0,0,6/19/2015 14:26
881,129,34,47,0,0,0,6/19/2015 14:26
882,6,34,5,0,0,0,6/19/2015 14:26
883,82,34,44,0,0,0,6/19/2015 14:27
884,172,38,3,0,0,0,6/19/2015 14:38
885,117,38,43,0,0,0,6/19/2015 14:38
886,134,38,32,0,0,0,6/19/2015 14:39
887,238,38,107,0,0,0,6/19/2015 14:39
888,170,38,24,0,0,0,6/19/2015 14:39
889,102,37,74,0,0,0,6/20/2015 0:41
890,141,37,96,0,0,0,6/20/2015 0:41
891,43,37,69,0,0,0,6/20/2015 0:42
892,108,37,63,0,0,0,6/20/2015 0:42
893,106,37,67,0,0,0,6/20/2015 0:43
894,108,34,63,0,0,0,6/29/2015 10:39
895,74,37,36,0,0,0,7/2/2015 17:06
896,20,37,18,0,0,0,7/2/2015 17:07
897,89,37,52,0,0,0,7/2/2015 17:07
898,12,37,6,0,0,0,7/2/2015 17:08
899,75,37,37,0,0,0,7/2/2015 17:32
900,97,37,59,0,0,0,7/2/2015 17:32
901,37,37,66,0,0,0,7/2/2015 17:35
902,63,33,24,0,0,0,7/16/2015 16:49
903,84,33,94,0,0,0,7/16/2015 16:50
904,6,33,5,0,0,0,7/16/2015 16:50
905,74,33,36,0,0,0,7/16/2015 16:59
906,230,38,7,0,0,0,7/17/2015 7:54
907,219,38,61,0,0,0,7/17/2015 8:09
908,69,38,31,0,0,0,7/17/2015 8:09
909,173,38,50,0,0,0,7/17/2015 8:11
910,206,38,77,0,0,0,7/17/2015 8:11
911,24,39,12,0,0,0,7/17/2015 20:42
912,60,39,82,0,0,0,7/17/2015 20:42
913,26,39,11,0,0,0,7/17/2015 20:43
914,62,39,84,0,0,0,7/17/2015 20:43
915,59,39,81,0,0,0,7/17/2015 20:43
916,25,39,10,0,0,0,7/17/2015 20:43
917,61,39,83,0,0,0,7/17/2015 20:44
919,217,38,100,0,0,0,7/23/2015 13:53
920,131,38,49,0,0,0,7/23/2015 13:53
921,234,38,104,0,0,0,7/23/2015 13:53
922,118,38,29,0,0,0,7/23/2015 13:54
923,133,38,34,0,0,0,7/23/2015 13:54
924,24,37,12,0,0,0,7/30/2015 17:48
925,60,37,82,0,0,0,7/30/2015 17:48
926,59,37,81,0,0,0,7/30/2015 17:48
927,26,37,11,0,0,0,7/30/2015 17:49
928,62,37,84,0,0,0,7/30/2015 17:49
929,52,37,85,0,0,0,7/30/2015 17:52
930,78,37,40,0,0,0,7/30/2015 17:53
931,55,37,87,0,0,0,7/30/2015 17:53
932,84,37,94,0,0,0,7/30/2015 18:03
933,6,37,5,0,0,0,7/30/2015 18:04
934,53,37,86,0,0,0,7/30/2015 18:06
935,15,37,13,0,0,0,7/30/2015 18:07
936,13,37,8,0,0,0,7/30/2015 18:07
937,63,37,24,0,0,0,7/30/2015 18:07
938,100,37,76,0,0,0,7/30/2015 18:08
939,235,38,98,0,0,0,8/8/2015 1:15
940,138,38,53,0,0,0,8/8/2015 1:15
941,91,33,54,0,0,0,8/8/2015 16:21
942,55,39,87,0,0,0,8/9/2015 16:06
943,75,39,37,0,0,0,8/9/2015 16:06
944,89,39,52,0,0,0,8/9/2015 16:06
945,41,39,68,0,0,0,8/9/2015 16:07
946,82,39,44,0,0,0,8/9/2015 16:07
947,28,39,19,0,0,0,8/9/2015 16:08
948,91,37,54,0,0,0,8/15/2015 12:39
949,78,38,40,0,0,0,8/19/2015 17:12
950,95,38,58,0,0,0,8/19/2015 17:12
951,64,38,25,0,0,0,8/19/2015 17:12
952,215,38,93,0,0,0,8/19/2015 17:13
953,178,38,48,0,0,0,8/19/2015 17:13
954,218,38,55,0,0,0,8/19/2015 17:14
955,213,38,94,0,0,0,8/19/2015 17:14
956,243,38,109,0,0,0,8/19/2015 17:17
957,105,34,70,0,0,0,8/25/2015 18:52
958,137,37,60,0,0,0,8/29/2015 3:50
959,230,37,7,0,0,0,8/29/2015 3:50
960,26,35,11,0,0,0,8/30/2015 13:48
961,228,38,37,0,0,0,9/3/2015 10:07
962,41,41,68,0,0,0,5/22/2016 15:16
1100,139,44,96,0,0,0,7/21/2016 21:22
965,33,41,23,0,0,0,5/22/2016 15:17
966,3,41,1,0,0,0,5/22/2016 15:17
968,49,41,92,0,0,0,5/22/2016 15:18
969,39,41,65,0,0,0,5/22/2016 15:18
970,107,41,64,0,0,0,5/22/2016 15:18
972,12,41,6,0,0,0,5/22/2016 15:19
973,20,41,18,0,0,0,5/22/2016 15:19
974,102,41,74,0,0,0,5/22/2016 15:20
975,110,41,61,0,0,0,5/22/2016 15:20
977,47,41,77,0,0,0,5/22/2016 15:20
982,7,44,4,0,0,0,5/28/2016 19:57
985,52,42,85,0,0,0,6/3/2016 23:57
986,55,42,87,0,0,0,6/3/2016 23:58
987,53,42,86,0,0,0,6/3/2016 23:58
988,231,42,102,0,0,0,6/3/2016 23:58
989,17,42,15,0,0,0,6/3/2016 23:58
990,58,42,90,0,0,0,6/3/2016 23:59
991,15,42,13,0,0,0,6/3/2016 23:59
992,56,42,88,0,0,0,6/3/2016 23:59
993,32,42,22,0,0,0,6/4/2016 0:00
994,104,41,72,0,0,0,6/4/2016 15:53
1013,108,41,63,0,0,0,6/12/2016 21:27
997,28,40,19,0,0,0,6/9/2016 14:11
998,6,40,5,0,0,0,6/9/2016 14:11
999,75,40,37,0,0,0,6/9/2016 14:11
1002,89,40,52,0,0,0,6/9/2016 14:12
1003,85,40,48,0,0,0,6/9/2016 14:12
1004,97,40,59,0,0,0,6/9/2016 14:12
1005,82,40,44,0,0,0,6/9/2016 14:13
1006,91,40,54,0,0,0,6/9/2016 14:13
1007,233,38,54,0,0,0,6/9/2016 14:21
1008,244,38,110,0,0,0,6/9/2016 14:23
1009,236,38,2,0,0,0,6/9/2016 14:24
1010,226,38,35,0,0,0,6/9/2016 14:25
1012,90,40,53,0,0,0,6/11/2016 16:29
1014,100,41,76,0,0,0,6/12/2016 21:27
1016,108,45,63,0,0,0,6/17/2016 19:26
1017,139,45,96,0,0,0,6/17/2016 19:27
1018,47,45,77,0,0,0,6/17/2016 19:28
1019,106,45,67,0,0,0,6/17/2016 19:29
1020,33,45,23,0,0,0,6/17/2016 19:30
1021,245,45,111,0,0,0,6/17/2016 19:37
1022,102,45,74,0,0,0,6/17/2016 22:47
1024,12,42,6,0,0,0,6/18/2016 10:15
1025,59,42,81,0,0,0,6/18/2016 10:17
1026,60,42,82,0,0,0,6/18/2016 10:18
1027,11,46,6,0,0,0,6/20/2016 2:15
1028,14,46,1,0,0,0,6/20/2016 2:15
1029,35,46,91,0,0,0,6/20/2016 2:15
1030,44,46,71,0,0,0,6/20/2016 2:16
1031,23,46,12,0,0,0,0000-00-00 00:00:00
1032,42,46,69,0,0,0,6/20/2016 2:16
1033,19,46,18,0,0,0,6/20/2016 2:17
1034,34,46,23,0,0,0,6/20/2016 2:17
1035,50,46,92,0,0,0,6/20/2016 2:17
1036,40,46,68,0,0,0,6/20/2016 2:17
1037,46,46,77,0,0,0,6/20/2016 2:18
1038,36,46,66,0,0,0,6/20/2016 2:18
1039,242,46,108,0,0,0,6/20/2016 2:18
1040,31,46,21,0,0,0,6/20/2016 2:18
1041,204,46,67,0,0,0,6/20/2016 2:18
1042,60,43,82,0,0,0,6/25/2016 12:46
1043,59,43,81,0,0,0,6/25/2016 12:46
1044,26,43,11,0,0,0,6/25/2016 12:46
1045,24,43,12,0,0,0,6/25/2016 12:47
1046,61,43,83,0,0,0,6/25/2016 12:47
1047,25,43,10,0,0,0,6/25/2016 12:47
1048,62,43,84,0,0,0,6/25/2016 17:08
1050,3,45,1,0,0,0,0000-00-00 00:00:00
1051,49,45,92,0,0,0,6/30/2016 15:11
1052,20,45,18,0,0,0,6/30/2016 15:11
1053,104,45,72,0,0,0,6/30/2016 15:11
1054,97,45,59,0,0,0,6/30/2016 15:11
1055,12,45,6,0,0,0,6/30/2016 15:12
1056,89,45,52,0,0,0,6/30/2016 15:12
1057,37,45,66,0,0,0,6/30/2016 15:12
1058,110,45,61,0,0,0,6/30/2016 15:13
1059,129,45,47,0,0,0,6/30/2016 15:13
1060,85,45,48,0,0,0,6/30/2016 15:13
1061,41,45,68,0,0,0,6/30/2016 15:14
1062,6,45,5,0,0,0,6/30/2016 15:14
1064,13,41,8,0,0,0,6/30/2016 15:21
1074,137,44,60,0,0,0,7/9/2016 14:33
1066,129,40,47,0,0,0,7/3/2016 16:32
1067,84,40,94,0,0,0,7/3/2016 16:33
1068,86,40,49,0,0,0,7/3/2016 16:34
1069,173,44,50,0,0,0,7/3/2016 16:36
1071,218,44,55,0,0,0,7/3/2016 16:36
1072,229,44,101,0,0,0,7/3/2016 16:36
1073,69,44,31,0,0,0,7/3/2016 16:37
1081,230,44,7,0,0,0,7/9/2016 14:36
1083,85,41,48,0,0,0,7/14/2016 15:20
1084,106,41,67,0,0,0,7/14/2016 15:20
1085,89,41,52,0,0,0,7/14/2016 15:20
1086,90,41,53,0,0,0,7/14/2016 15:21
1087,75,41,37,0,0,0,7/14/2016 15:24
1088,37,41,66,0,0,0,7/14/2016 15:25
1089,82,41,44,0,0,0,7/14/2016 15:26
1090,129,41,47,0,0,0,7/14/2016 15:27
1091,97,41,59,0,0,0,7/14/2016 15:29
1092,84,41,46,0,0,0,7/14/2016 15:31
1093,78,41,40,0,0,0,7/14/2016 15:32
1094,246,41,112,0,0,0,7/14/2016 15:33
1095,41,44,68,0,0,0,7/19/2016 0:31
1097,78,40,40,0,0,0,7/20/2016 13:17
1098,246,40,112,0,0,0,7/20/2016 13:34
1101,91,41,54,0,0,0,7/30/2016 18:45
1102,235,44,98,0,0,0,8/4/2016 17:19
1103,174,44,51,0,0,0,8/4/2016 17:19
1104,170,44,24,0,0,0,8/4/2016 17:19
1105,217,44,100,0,0,0,8/4/2016 17:20
1106,172,44,3,0,0,0,8/4/2016 17:20
1107,130,44,70,0,0,0,8/4/2016 17:20
1108,140,44,97,0,0,0,8/4/2016 17:21
1109,134,44,32,0,0,0,8/4/2016 17:21
1116,107,40,64,0,0,0,8/9/2016 17:10
1117,63,40,24,0,0,0,8/9/2016 17:10
1118,106,40,67,0,0,0,8/13/2016 15:21
1119,20,40,18,0,0,0,8/13/2016 15:21
1120,12,40,6,0,0,0,8/13/2016 15:22
